Date,Device,Vehicle,Spend
2021-11-04,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-05,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-06,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-07,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-08,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-09,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-10,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-11,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-12,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-13,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-14,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-15,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-16,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-17,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-18,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-19,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-20,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-21,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-22,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-23,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-24,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-25,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-26,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-27,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-28,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-29,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-11-30,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-01,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-02,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-03,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-04,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-05,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-06,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-07,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-08,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-09,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-10,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-11,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-12,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-13,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-14,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-15,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-16,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-17,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-18,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-19,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-20,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-21,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-22,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-23,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-24,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-25,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-12-26,Amazon Fire,Amazon Fire TV Featured Rotator Slots 2-3 ROS,8035.71
2021-09-27,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-09-28,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-09-29,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-09-30,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-01,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-02,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-03,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-04,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-05,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-06,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-07,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-08,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-09,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-10,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-11,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-12,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-13,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-14,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-15,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-16,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-17,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-18,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-19,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-20,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-21,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-22,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-23,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-24,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-25,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-26,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-27,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-28,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-29,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-30,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-10-31,Amazon Fire,Amazon Fire TV Sponsored Tiles,8571.43
2021-11-01,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-02,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-03,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-04,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-05,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-06,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-07,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-08,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-09,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-10,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-11,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-12,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-13,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-14,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-15,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-16,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-17,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-18,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-19,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-20,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-21,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-22,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-23,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-24,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-25,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-26,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-27,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-28,Amazon Fire,Amazon Fire TV Sponsored Tiles,10714.29
2021-11-29,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-11-30,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-01,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-02,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-03,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-04,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-05,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-06,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-07,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-08,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-09,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-10,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-11,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-12,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-13,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-14,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-15,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-16,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-17,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-18,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-19,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-20,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-21,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-22,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-23,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-24,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-25,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-12-26,Amazon Fire,Amazon Fire TV Sponsored Tiles,16071.43
2021-09-27,LG,LG Native Display Ads (Awareness),830.74
2021-09-28,LG,LG Native Display Ads (Awareness),830.74
2021-09-29,LG,LG Native Display Ads (Awareness),830.74
2021-09-30,LG,LG Native Display Ads (Awareness),830.74
2021-10-01,LG,LG Native Display Ads (Awareness),830.74
2021-10-02,LG,LG Native Display Ads (Awareness),830.74
2021-10-03,LG,LG Native Display Ads (Awareness),830.74
2021-10-04,LG,LG Native Display Ads (Awareness),830.74
2021-10-05,LG,LG Native Display Ads (Awareness),830.74
2021-10-06,LG,LG Native Display Ads (Awareness),830.74
2021-10-07,LG,LG Native Display Ads (Awareness),830.74
2021-10-08,LG,LG Native Display Ads (Awareness),830.74
2021-10-09,LG,LG Native Display Ads (Awareness),830.74
2021-10-10,LG,LG Native Display Ads (Awareness),830.74
2021-10-11,LG,LG Native Display Ads (Awareness),830.74
2021-10-12,LG,LG Native Display Ads (Awareness),830.74
2021-10-13,LG,LG Native Display Ads (Awareness),830.74
2021-10-14,LG,LG Native Display Ads (Awareness),830.74
2021-10-15,LG,LG Native Display Ads (Awareness),830.74
2021-10-16,LG,LG Native Display Ads (Awareness),830.74
2021-10-17,LG,LG Native Display Ads (Awareness),830.74
2021-10-18,LG,LG Native Display Ads (Awareness),830.74
2021-10-19,LG,LG Native Display Ads (Awareness),830.74
2021-10-20,LG,LG Native Display Ads (Awareness),830.74
2021-10-21,LG,LG Native Display Ads (Awareness),830.74
2021-10-22,LG,LG Native Display Ads (Awareness),830.74
2021-10-23,LG,LG Native Display Ads (Awareness),830.74
2021-10-24,LG,LG Native Display Ads (Awareness),830.74
2021-10-25,LG,LG Native Display Ads (Awareness),830.74
2021-10-26,LG,LG Native Display Ads (Awareness),830.74
2021-10-27,LG,LG Native Display Ads (Awareness),830.74
2021-10-28,LG,LG Native Display Ads (Awareness),830.74
2021-10-29,LG,LG Native Display Ads (Awareness),830.74
2021-10-30,LG,LG Native Display Ads (Awareness),830.74
2021-10-31,LG,LG Native Display Ads (Awareness),830.74
2021-11-01,LG,LG Native Display Ads (Awareness),1004.93
2021-11-02,LG,LG Native Display Ads (Awareness),1004.93
2021-11-03,LG,LG Native Display Ads (Awareness),1004.93
2021-11-04,LG,LG Native Display Ads (Awareness),1004.93
2021-11-05,LG,LG Native Display Ads (Awareness),1004.93
2021-11-06,LG,LG Native Display Ads (Awareness),1004.93
2021-11-07,LG,LG Native Display Ads (Awareness),1004.93
2021-11-08,LG,LG Native Display Ads (Awareness),1004.93
2021-11-09,LG,LG Native Display Ads (Awareness),1004.93
2021-11-10,LG,LG Native Display Ads (Awareness),1004.93
2021-11-11,LG,LG Native Display Ads (Awareness),1004.93
2021-11-12,LG,LG Native Display Ads (Awareness),1004.93
2021-11-13,LG,LG Native Display Ads (Awareness),1004.93
2021-11-14,LG,LG Native Display Ads (Awareness),1004.93
2021-11-15,LG,LG Native Display Ads (Awareness),1004.93
2021-11-16,LG,LG Native Display Ads (Awareness),1004.93
2021-11-17,LG,LG Native Display Ads (Awareness),1004.93
2021-11-18,LG,LG Native Display Ads (Awareness),1004.93
2021-11-19,LG,LG Native Display Ads (Awareness),1004.93
2021-11-20,LG,LG Native Display Ads (Awareness),1004.93
2021-11-21,LG,LG Native Display Ads (Awareness),1004.93
2021-11-22,LG,LG Native Display Ads (Awareness),1004.93
2021-11-23,LG,LG Native Display Ads (Awareness),1004.93
2021-11-24,LG,LG Native Display Ads (Awareness),1004.93
2021-11-25,LG,LG Native Display Ads (Awareness),1004.93
2021-11-26,LG,LG Native Display Ads (Awareness),1004.93
2021-11-27,LG,LG Native Display Ads (Awareness),1004.93
2021-11-28,LG,LG Native Display Ads (Awareness),1004.93
2021-11-29,LG,LG Native Display Ads (Awareness),1038.43
2021-11-30,LG,LG Native Display Ads (Awareness),1038.43
2021-12-01,LG,LG Native Display Ads (Awareness),1038.43
2021-12-02,LG,LG Native Display Ads (Awareness),1038.43
2021-12-03,LG,LG Native Display Ads (Awareness),1038.43
2021-12-04,LG,LG Native Display Ads (Awareness),1038.43
2021-12-05,LG,LG Native Display Ads (Awareness),1038.43
2021-12-06,LG,LG Native Display Ads (Awareness),1038.43
2021-12-07,LG,LG Native Display Ads (Awareness),1038.43
2021-12-08,LG,LG Native Display Ads (Awareness),1038.43
2021-12-09,LG,LG Native Display Ads (Awareness),1038.43
2021-12-10,LG,LG Native Display Ads (Awareness),1038.43
2021-12-11,LG,LG Native Display Ads (Awareness),1038.43
2021-12-12,LG,LG Native Display Ads (Awareness),1038.43
2021-12-13,LG,LG Native Display Ads (Awareness),1038.43
2021-12-14,LG,LG Native Display Ads (Awareness),1038.43
2021-12-15,LG,LG Native Display Ads (Awareness),1038.43
2021-12-16,LG,LG Native Display Ads (Awareness),1038.43
2021-12-17,LG,LG Native Display Ads (Awareness),1038.43
2021-12-18,LG,LG Native Display Ads (Awareness),1038.43
2021-12-19,LG,LG Native Display Ads (Awareness),1038.43
2021-12-20,LG,LG Native Display Ads (Awareness),1038.43
2021-12-21,LG,LG Native Display Ads (Awareness),1038.43
2021-12-22,LG,LG Native Display Ads (Awareness),1038.43
2021-12-23,LG,LG Native Display Ads (Awareness),1038.43
2021-12-24,LG,LG Native Display Ads (Awareness),1038.43
2021-12-25,LG,LG Native Display Ads (Awareness),1038.43
2021-12-26,LG,LG Native Display Ads (Awareness),1038.43
2021-09-27,LG,LG Native Display Ads (Retention),356.03
2021-09-28,LG,LG Native Display Ads (Retention),356.03
2021-09-29,LG,LG Native Display Ads (Retention),356.03
2021-09-30,LG,LG Native Display Ads (Retention),356.03
2021-10-01,LG,LG Native Display Ads (Retention),356.03
2021-10-02,LG,LG Native Display Ads (Retention),356.03
2021-10-03,LG,LG Native Display Ads (Retention),356.03
2021-10-04,LG,LG Native Display Ads (Retention),356.03
2021-10-05,LG,LG Native Display Ads (Retention),356.03
2021-10-06,LG,LG Native Display Ads (Retention),356.03
2021-10-07,LG,LG Native Display Ads (Retention),356.03
2021-10-08,LG,LG Native Display Ads (Retention),356.03
2021-10-09,LG,LG Native Display Ads (Retention),356.03
2021-10-10,LG,LG Native Display Ads (Retention),356.03
2021-10-11,LG,LG Native Display Ads (Retention),356.03
2021-10-12,LG,LG Native Display Ads (Retention),356.03
2021-10-13,LG,LG Native Display Ads (Retention),356.03
2021-10-14,LG,LG Native Display Ads (Retention),356.03
2021-10-15,LG,LG Native Display Ads (Retention),356.03
2021-10-16,LG,LG Native Display Ads (Retention),356.03
2021-10-17,LG,LG Native Display Ads (Retention),356.03
2021-10-18,LG,LG Native Display Ads (Retention),356.03
2021-10-19,LG,LG Native Display Ads (Retention),356.03
2021-10-20,LG,LG Native Display Ads (Retention),356.03
2021-10-21,LG,LG Native Display Ads (Retention),356.03
2021-10-22,LG,LG Native Display Ads (Retention),356.03
2021-10-23,LG,LG Native Display Ads (Retention),356.03
2021-10-24,LG,LG Native Display Ads (Retention),356.03
2021-10-25,LG,LG Native Display Ads (Retention),356.03
2021-10-26,LG,LG Native Display Ads (Retention),356.03
2021-10-27,LG,LG Native Display Ads (Retention),356.03
2021-10-28,LG,LG Native Display Ads (Retention),356.03
2021-10-29,LG,LG Native Display Ads (Retention),356.03
2021-10-30,LG,LG Native Display Ads (Retention),356.03
2021-10-31,LG,LG Native Display Ads (Retention),356.03
2021-11-01,LG,LG Native Display Ads (Retention),430.69
2021-11-02,LG,LG Native Display Ads (Retention),430.69
2021-11-03,LG,LG Native Display Ads (Retention),430.69
2021-11-04,LG,LG Native Display Ads (Retention),430.69
2021-11-05,LG,LG Native Display Ads (Retention),430.69
2021-11-06,LG,LG Native Display Ads (Retention),430.69
2021-11-07,LG,LG Native Display Ads (Retention),430.69
2021-11-08,LG,LG Native Display Ads (Retention),430.69
2021-11-09,LG,LG Native Display Ads (Retention),430.69
2021-11-10,LG,LG Native Display Ads (Retention),430.69
2021-11-11,LG,LG Native Display Ads (Retention),430.69
2021-11-12,LG,LG Native Display Ads (Retention),430.69
2021-11-13,LG,LG Native Display Ads (Retention),430.69
2021-11-14,LG,LG Native Display Ads (Retention),430.69
2021-11-15,LG,LG Native Display Ads (Retention),430.69
2021-11-16,LG,LG Native Display Ads (Retention),430.69
2021-11-17,LG,LG Native Display Ads (Retention),430.69
2021-11-18,LG,LG Native Display Ads (Retention),430.69
2021-11-19,LG,LG Native Display Ads (Retention),430.69
2021-11-20,LG,LG Native Display Ads (Retention),430.69
2021-11-21,LG,LG Native Display Ads (Retention),430.69
2021-11-22,LG,LG Native Display Ads (Retention),430.69
2021-11-23,LG,LG Native Display Ads (Retention),430.69
2021-11-24,LG,LG Native Display Ads (Retention),430.69
2021-11-25,LG,LG Native Display Ads (Retention),430.69
2021-11-26,LG,LG Native Display Ads (Retention),430.69
2021-11-27,LG,LG Native Display Ads (Retention),430.69
2021-11-28,LG,LG Native Display Ads (Retention),430.69
2021-11-29,LG,LG Native Display Ads (Retention),445.04
2021-11-30,LG,LG Native Display Ads (Retention),445.04
2021-12-01,LG,LG Native Display Ads (Retention),445.04
2021-12-02,LG,LG Native Display Ads (Retention),445.04
2021-12-03,LG,LG Native Display Ads (Retention),445.04
2021-12-04,LG,LG Native Display Ads (Retention),445.04
2021-12-05,LG,LG Native Display Ads (Retention),445.04
2021-12-06,LG,LG Native Display Ads (Retention),445.04
2021-12-07,LG,LG Native Display Ads (Retention),445.04
2021-12-08,LG,LG Native Display Ads (Retention),445.04
2021-12-09,LG,LG Native Display Ads (Retention),445.04
2021-12-10,LG,LG Native Display Ads (Retention),445.04
2021-12-11,LG,LG Native Display Ads (Retention),445.04
2021-12-12,LG,LG Native Display Ads (Retention),445.04
2021-12-13,LG,LG Native Display Ads (Retention),445.04
2021-12-14,LG,LG Native Display Ads (Retention),445.04
2021-12-15,LG,LG Native Display Ads (Retention),445.04
2021-12-16,LG,LG Native Display Ads (Retention),445.04
2021-12-17,LG,LG Native Display Ads (Retention),445.04
2021-12-18,LG,LG Native Display Ads (Retention),445.04
2021-12-19,LG,LG Native Display Ads (Retention),445.04
2021-12-20,LG,LG Native Display Ads (Retention),445.04
2021-12-21,LG,LG Native Display Ads (Retention),445.04
2021-12-22,LG,LG Native Display Ads (Retention),445.04
2021-12-23,LG,LG Native Display Ads (Retention),445.04
2021-12-24,LG,LG Native Display Ads (Retention),445.04
2021-12-25,LG,LG Native Display Ads (Retention),445.04
2021-12-26,LG,LG Native Display Ads (Retention),445.04
2021-09-27,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-09-28,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-09-29,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-09-30,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-01,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-02,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-03,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-04,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-05,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-06,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-07,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-08,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-09,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-10,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-11,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-12,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-13,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-14,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-15,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-16,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-17,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-18,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-19,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-20,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-21,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-22,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-23,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-24,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-25,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-26,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-27,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-28,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-29,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-30,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-10-31,Playstation,PS Main Line Title ( Apps_ Explore),161.34
2021-11-01,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-02,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-03,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-04,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-05,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-06,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-07,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-08,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-09,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-10,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-11,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-12,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-13,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-14,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-15,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-16,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-17,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-18,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-19,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-20,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-21,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-22,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-23,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-24,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-25,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-26,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-27,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-28,Playstation,PS Main Line Title ( Apps_ Explore),252.1
2021-11-29,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-11-30,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-01,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-02,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-03,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-04,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-05,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-06,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-07,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-08,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-09,Playstation,PS Main Line Title ( Apps_ Explore),260.5
2021-12-10,Playstation,PS Main Line Title ( Apps_ Explore),260.5
