Date,Device,Vehicle,Spend
2021-06-18,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-06-19,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-06-20,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-06-21,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-06-22,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-06-23,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-06-24,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-06-25,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-06-26,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-06-27,Playstation,"Playstation Grid Hero Network (Streaming Video Affinity, Excluding app owners)",476.93
2021-03-29,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-03-30,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-03-31,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-01,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-02,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-03,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-04,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-05,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-06,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-07,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-08,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-09,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-10,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-11,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-12,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-13,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-14,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-15,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-16,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-17,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-18,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-19,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-20,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-21,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-22,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-23,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-24,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-25,Playstation,Playstation Main Line Title ( Apps_ Explore),56.8
2021-04-26,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-04-27,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-04-28,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-04-29,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-04-30,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-01,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-02,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-03,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-04,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-05,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-06,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-07,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-08,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-09,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-10,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-11,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-12,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-13,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-14,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-15,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-16,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-17,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-18,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-19,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-20,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-21,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-22,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-23,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-24,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-25,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-26,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-27,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-28,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-29,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-30,Playstation,Playstation Main Line Title ( Apps_ Explore),205.18
2021-05-31,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-01,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-02,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-03,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-04,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-05,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-06,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-07,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-08,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-09,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-10,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-11,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-12,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-13,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-14,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-15,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-16,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-17,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-18,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-19,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-20,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-21,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-22,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-23,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-24,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-25,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-26,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-06-27,Playstation,Playstation Main Line Title ( Apps_ Explore),262.89
2021-03-29,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-03-30,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-03-31,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-01,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-02,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-03,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-04,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-05,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-06,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-07,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-08,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-09,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-10,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-11,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-12,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-13,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-14,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-15,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-16,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-17,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-18,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-19,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-20,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-21,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-22,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-23,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-24,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-25,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",199.03
2021-04-26,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-04-27,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-04-28,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-04-29,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-04-30,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-01,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-02,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-03,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-04,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-05,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-06,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-07,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-08,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-09,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-10,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-11,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-12,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-13,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-14,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-15,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-16,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-17,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-18,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-19,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-20,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-21,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-22,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-23,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-24,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-25,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-26,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-27,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-28,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-29,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-30,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",161.03
2021-05-31,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-01,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-02,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-03,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-04,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-05,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-06,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-07,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-08,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-09,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-10,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-11,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-12,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-13,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-14,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-15,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-16,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-17,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-18,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-19,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-20,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-21,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-22,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-23,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-24,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-25,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-26,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-06-27,Playstation,"Playstation Main Line Title Network (Streaming Video Affinity, Excluding app owners)",171.11
2021-03-29,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-03-30,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-03-31,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-01,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-02,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-03,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-04,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-05,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-06,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-07,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-08,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-09,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-10,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-11,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-12,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-13,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-14,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-15,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-16,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-17,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-18,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-19,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-20,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-21,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-22,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-23,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-24,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-25,Playstation,Playstation Showcase (Apps_ Explore),36.77
2021-04-26,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-04-27,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-04-28,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-04-29,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-04-30,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-01,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-02,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-03,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-04,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-05,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-06,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-07,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-08,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-09,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-10,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-11,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-12,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-13,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-14,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-15,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-16,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-17,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-18,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-19,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-20,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-21,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-22,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-23,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-24,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-25,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-26,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-27,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-28,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-29,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-30,Playstation,Playstation Showcase (Apps_ Explore),33.9
2021-05-31,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-01,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-02,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-03,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-04,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-05,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-06,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-07,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-08,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-09,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-10,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-11,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-12,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-13,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-14,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-15,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-16,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-17,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-18,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-19,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-20,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-21,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-22,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-23,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-24,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-25,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-26,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-06-27,Playstation,Playstation Showcase (Apps_ Explore),35.85
2021-03-29,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-03-30,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-03-31,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-01,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-02,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-03,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-04,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-05,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-06,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-07,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-08,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-09,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-10,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-11,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-12,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-13,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-14,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-15,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-16,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-17,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-18,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-19,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-20,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-21,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-22,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-23,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-24,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-25,Playstation,Playstation Showcase (Movies & TV Explore),16.56
2021-04-26,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-04-27,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-04-28,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-04-29,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-04-30,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-01,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-02,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-03,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-04,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-05,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-06,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-07,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-08,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-09,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-10,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-11,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-12,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-13,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-14,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-15,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-16,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-17,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-18,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-19,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-20,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-21,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-22,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-23,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-24,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-25,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-26,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-27,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-28,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-29,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-30,Playstation,Playstation Showcase (Movies & TV Explore),41.91
2021-05-31,Playstation,Playstation Showcase (Movies & TV Explore),46.05
2021-06-01,Playstation,Playstation Showcase (Movies & TV Explore),46.05
2021-06-02,Playstation,Playstation Showcase (Movies & TV Explore),46.05
2021-06-03,Playstation,Playstation Showcase (Movies & TV Explore),46.05
2021-06-04,Playstation,Playstation Showcase (Movies & TV Explore),46.05
2021-06-05,Playstation,Playstation Showcase (Movies & TV Explore),46.05
2021-06-06,Playstation,Playstation Showcase (Movies & TV Explore),46.05
