Date,Device,CNT,Owner
2020-10-21,samsung tv,101,Samsung
2020-10-22,samsung tv,193,Samsung
2020-10-23,samsung tv,144,Samsung
2020-10-24,samsung tv,190,Samsung
2020-10-25,samsung tv,191,Samsung
2020-10-26,samsung tv,118,Samsung
2020-10-27,samsung tv,86,Samsung
2020-10-28,samsung tv,94,Samsung
2020-10-29,samsung tv,98,Samsung
2020-10-30,samsung tv,232,Samsung
2020-10-31,samsung tv,190,Samsung
2020-11-01,samsung tv,304,Samsung
2020-11-02,samsung tv,120,Samsung
2020-11-03,samsung tv,266,Samsung
2020-11-04,samsung tv,53,Samsung
2020-11-05,samsung tv,58,Samsung
2020-11-06,samsung tv,70,Samsung
2020-11-07,samsung tv,121,Samsung
2020-11-08,samsung tv,272,Samsung
2020-11-09,samsung tv,82,Samsung
2020-11-10,samsung tv,83,Samsung
2020-11-11,samsung tv,90,Samsung
2020-11-12,samsung tv,89,Samsung
2020-11-13,samsung tv,81,Samsung
2020-11-14,samsung tv,119,Samsung
2020-11-15,samsung tv,113,Samsung
2020-11-16,samsung tv,75,Samsung
2020-11-17,samsung tv,54,Samsung
2020-11-18,samsung tv,75,Samsung
2020-11-19,samsung tv,67,Samsung
2020-11-20,samsung tv,89,Samsung
2020-11-21,samsung tv,158,Samsung
2020-11-22,samsung tv,166,Samsung
2020-11-23,samsung tv,132,Samsung
2020-11-24,samsung tv,101,Samsung
2020-11-25,samsung tv,163,Samsung
2020-11-26,samsung tv,213,Samsung
2020-11-27,samsung tv,162,Samsung
2020-11-28,samsung tv,160,Samsung
2020-11-29,samsung tv,149,Samsung
2020-11-30,samsung tv,91,Samsung
2020-12-01,samsung tv,117,Samsung
2020-12-02,samsung tv,130,Samsung
2020-12-03,samsung tv,109,Samsung
2020-12-04,samsung tv,119,Samsung
2020-12-05,samsung tv,196,Samsung
2020-12-06,samsung tv,239,Samsung
2020-12-07,samsung tv,117,Samsung
2020-12-08,samsung tv,86,Samsung
2020-12-09,samsung tv,104,Samsung
2020-12-10,samsung tv,142,Samsung
2020-12-11,samsung tv,206,Samsung
2020-12-12,samsung tv,277,Samsung
2020-12-13,samsung tv,217,Samsung
2020-12-14,samsung tv,101,Samsung
2020-12-15,samsung tv,90,Samsung
2020-12-16,samsung tv,84,Samsung
2020-12-17,samsung tv,76,Samsung
2020-12-18,samsung tv,89,Samsung
2020-12-19,samsung tv,187,Samsung
2020-12-20,samsung tv,133,Samsung
2020-12-21,samsung tv,68,Samsung
2020-12-22,samsung tv,71,Samsung
2020-12-23,samsung tv,72,Samsung
2020-12-24,samsung tv,69,Samsung
2020-12-25,samsung tv,107,Samsung
2020-12-26,samsung tv,170,Samsung
2020-12-27,samsung tv,183,Samsung
2020-12-28,samsung tv,145,Samsung
2020-12-29,samsung tv,160,Samsung
2020-12-30,samsung tv,143,Samsung
2020-12-31,samsung tv,173,Samsung
2021-01-01,samsung tv,319,Samsung
2021-01-02,samsung tv,240,Samsung
2021-01-03,samsung tv,245,Samsung
2021-01-04,samsung tv,165,Samsung
2021-01-05,samsung tv,114,Samsung
2021-01-06,samsung tv,89,Samsung
2021-01-07,samsung tv,119,Samsung
2021-01-08,samsung tv,112,Samsung
2021-01-09,samsung tv,157,Samsung
2021-01-10,samsung tv,524,Samsung
2021-01-11,samsung tv,114,Samsung
2021-01-12,samsung tv,96,Samsung
2021-01-13,samsung tv,86,Samsung
2021-01-14,samsung tv,99,Samsung
2021-01-15,samsung tv,105,Samsung
2021-01-16,samsung tv,275,Samsung
2021-01-17,samsung tv,436,Samsung
2021-01-18,samsung tv,102,Samsung
2021-01-19,samsung tv,169,Samsung
2021-01-20,samsung tv,71,Samsung
2021-01-21,samsung tv,80,Samsung
2021-01-22,samsung tv,88,Samsung
2021-01-23,samsung tv,140,Samsung
2021-01-24,samsung tv,115,Samsung
2021-01-25,samsung tv,68,Samsung
2021-01-26,samsung tv,100,Samsung
2021-01-27,samsung tv,77,Samsung
2021-01-28,samsung tv,75,Samsung
2021-01-29,samsung tv,101,Samsung
2021-01-30,samsung tv,155,Samsung
2021-01-31,samsung tv,182,Samsung
2021-02-01,samsung tv,103,Samsung
2021-02-02,samsung tv,137,Samsung
2021-02-03,samsung tv,79,Samsung
2021-02-04,samsung tv,89,Samsung
2021-02-05,samsung tv,107,Samsung
2021-02-06,samsung tv,158,Samsung
2021-02-07,samsung tv,134,Samsung
2021-02-08,samsung tv,72,Samsung
2021-02-09,samsung tv,58,Samsung
2021-02-10,samsung tv,48,Samsung
2021-02-11,samsung tv,71,Samsung
2021-02-12,samsung tv,93,Samsung
2021-02-13,samsung tv,143,Samsung
2021-02-14,samsung tv,152,Samsung
2021-02-15,samsung tv,128,Samsung
2021-02-16,samsung tv,88,Samsung
2021-02-17,samsung tv,70,Samsung
2021-02-18,samsung tv,99,Samsung
2021-02-19,samsung tv,99,Samsung
2021-02-20,samsung tv,138,Samsung
2021-02-21,samsung tv,170,Samsung
2021-02-22,samsung tv,79,Samsung
2021-02-23,samsung tv,75,Samsung
2021-02-24,samsung tv,58,Samsung
2021-02-25,samsung tv,67,Samsung
2021-02-26,samsung tv,103,Samsung
2021-02-27,samsung tv,167,Samsung
2021-02-28,samsung tv,138,Samsung
2021-03-01,samsung tv,90,Samsung
2021-03-02,samsung tv,72,Samsung
2021-03-03,samsung tv,69,Samsung
2021-03-04,samsung tv,88,Samsung
2021-03-05,samsung tv,91,Samsung
2021-03-06,samsung tv,138,Samsung
2021-03-07,samsung tv,106,Samsung
2021-03-08,samsung tv,80,Samsung
2021-03-09,samsung tv,65,Samsung
2021-03-10,samsung tv,66,Samsung
2021-03-11,samsung tv,67,Samsung
2021-03-12,samsung tv,87,Samsung
2021-03-13,samsung tv,98,Samsung
2021-03-14,samsung tv,89,Samsung
2021-03-15,samsung tv,71,Samsung
2021-03-16,samsung tv,95,Samsung
2021-03-17,samsung tv,72,Samsung
2021-03-18,samsung tv,83,Samsung
2021-03-19,samsung tv,118,Samsung
2021-03-20,samsung tv,144,Samsung
2021-03-21,samsung tv,279,Samsung
2021-03-22,samsung tv,99,Samsung
2021-03-23,samsung tv,90,Samsung
2021-03-24,samsung tv,80,Samsung
2021-03-25,samsung tv,84,Samsung
2021-03-26,samsung tv,91,Samsung
2021-03-27,samsung tv,112,Samsung
2021-03-28,samsung tv,140,Samsung
2021-03-29,samsung tv,78,Samsung
2021-03-30,samsung tv,60,Samsung
2021-03-31,samsung tv,72,Samsung
2021-04-01,samsung tv,89,Samsung
2021-04-02,samsung tv,126,Samsung
2021-04-03,samsung tv,110,Samsung
2021-04-04,samsung tv,164,Samsung
2021-04-05,samsung tv,124,Samsung
2021-04-06,samsung tv,122,Samsung
2021-04-07,samsung tv,118,Samsung
2021-04-08,samsung tv,143,Samsung
2021-04-09,samsung tv,172,Samsung
2021-04-10,samsung tv,843,Samsung
2021-04-11,samsung tv,438,Samsung
2021-04-12,samsung tv,119,Samsung
2021-04-13,samsung tv,86,Samsung
2021-04-14,samsung tv,67,Samsung
2021-04-15,samsung tv,72,Samsung
2021-04-16,samsung tv,79,Samsung
2021-04-17,samsung tv,98,Samsung
2021-04-18,samsung tv,121,Samsung
2021-04-19,samsung tv,68,Samsung
2021-04-20,samsung tv,80,Samsung
2021-04-21,samsung tv,63,Samsung
2021-04-22,samsung tv,58,Samsung
2021-04-23,samsung tv,75,Samsung
2021-04-24,samsung tv,127,Samsung
2021-04-25,samsung tv,117,Samsung
2021-04-26,samsung tv,74,Samsung
2021-04-27,samsung tv,69,Samsung
2021-04-28,samsung tv,55,Samsung
2021-04-29,samsung tv,59,Samsung
2021-04-30,samsung tv,74,Samsung
2021-05-01,samsung tv,133,Samsung
2021-05-02,samsung tv,99,Samsung
2021-05-03,samsung tv,83,Samsung
2021-05-04,samsung tv,71,Samsung
2021-05-05,samsung tv,55,Samsung
2021-05-06,samsung tv,67,Samsung
2021-05-07,samsung tv,74,Samsung
2021-05-08,samsung tv,115,Samsung
2021-05-09,samsung tv,150,Samsung
2021-05-10,samsung tv,96,Samsung
2021-05-11,samsung tv,79,Samsung
2021-05-12,samsung tv,45,Samsung
2021-05-13,samsung tv,78,Samsung
2021-05-14,samsung tv,94,Samsung
2021-05-15,samsung tv,125,Samsung
2021-05-16,samsung tv,203,Samsung
2021-05-17,samsung tv,109,Samsung
2021-05-18,samsung tv,128,Samsung
2021-05-19,samsung tv,94,Samsung
2021-05-20,samsung tv,94,Samsung
2021-05-21,samsung tv,113,Samsung
2021-05-22,samsung tv,203,Samsung
2021-05-23,samsung tv,144,Samsung
2021-05-24,samsung tv,125,Samsung
2021-05-25,samsung tv,83,Samsung
2021-05-26,samsung tv,84,Samsung
2021-05-27,samsung tv,112,Samsung
2021-05-28,samsung tv,88,Samsung
2021-05-29,samsung tv,171,Samsung
2021-05-30,samsung tv,146,Samsung
2021-05-31,samsung tv,146,Samsung
2021-06-01,samsung tv,94,Samsung
2021-06-02,samsung tv,103,Samsung
2021-06-03,samsung tv,88,Samsung
2021-06-04,samsung tv,101,Samsung
2021-06-05,samsung tv,207,Samsung
2021-06-06,samsung tv,124,Samsung
2021-06-07,samsung tv,77,Samsung
2021-06-08,samsung tv,4795,Samsung
2021-06-09,samsung tv,5074,Samsung
2021-06-10,samsung tv,4417,Samsung
2021-06-11,samsung tv,6684,Samsung
2021-06-12,samsung tv,5532,Samsung
2021-06-13,samsung tv,6361,Samsung
2021-06-14,samsung tv,4855,Samsung
2021-06-15,samsung tv,4621,Samsung
2021-06-16,samsung tv,4427,Samsung
2021-06-17,samsung tv,8957,Samsung
2021-06-18,samsung tv,10868,Samsung
2021-06-19,samsung tv,9529,Samsung
2021-06-20,samsung tv,8335,Samsung
2021-06-21,samsung tv,5707,Samsung
2021-06-22,samsung tv,5488,Samsung
2021-06-23,samsung tv,4702,Samsung
2021-06-24,samsung tv,5476,Samsung
2021-06-25,samsung tv,5611,Samsung
2021-06-26,samsung tv,7357,Samsung
2021-06-27,samsung tv,7690,Samsung
2021-06-28,samsung tv,6576,Samsung
2021-06-29,samsung tv,5062,Samsung
2021-06-30,samsung tv,4974,Samsung
2021-07-01,samsung tv,6514,Samsung
2021-07-02,samsung tv,15848,Samsung
2021-07-03,samsung tv,14053,Samsung
2021-07-04,samsung tv,8245,Samsung
2021-07-05,samsung tv,9873,Samsung
2021-07-06,samsung tv,7347,Samsung
2021-07-07,samsung tv,6503,Samsung
2021-07-08,samsung tv,6301,Samsung
2021-07-09,samsung tv,6329,Samsung
2021-07-10,samsung tv,6853,Samsung
2021-07-11,samsung tv,7936,Samsung
2021-07-12,samsung tv,6243,Samsung
2021-07-13,samsung tv,5586,Samsung
2021-07-14,samsung tv,5330,Samsung
2021-07-15,samsung tv,7758,Samsung
2021-07-16,samsung tv,7059,Samsung
2021-07-17,samsung tv,6992,Samsung
2021-07-18,samsung tv,12497,Samsung
2021-07-19,samsung tv,6288,Samsung
2021-07-20,samsung tv,5985,Samsung
2021-07-21,samsung tv,6389,Samsung
2021-07-22,samsung tv,6868,Samsung
2021-07-23,samsung tv,17575,Samsung
2021-07-24,samsung tv,25315,Samsung
2021-07-25,samsung tv,30979,Samsung
2021-07-26,samsung tv,17616,Samsung
2021-07-27,samsung tv,16486,Samsung
2021-07-28,samsung tv,12701,Samsung
2021-07-29,samsung tv,10413,Samsung
2021-07-30,samsung tv,8886,Samsung
2021-07-31,samsung tv,11710,Samsung
2021-08-01,samsung tv,12161,Samsung
2021-08-02,samsung tv,8686,Samsung
2021-08-03,samsung tv,9675,Samsung
2021-08-04,samsung tv,7085,Samsung
2021-08-05,samsung tv,8129,Samsung
2021-08-06,samsung tv,6886,Samsung
2021-08-07,samsung tv,7078,Samsung
2021-08-08,samsung tv,6474,Samsung
2021-08-09,samsung tv,4429,Samsung
2021-08-10,samsung tv,4267,Samsung
2021-08-11,samsung tv,4093,Samsung
2021-08-12,samsung tv,4693,Samsung
2021-08-13,samsung tv,5339,Samsung
2021-08-14,samsung tv,7238,Samsung
2021-08-15,samsung tv,6525,Samsung
2021-08-16,samsung tv,4102,Samsung
2021-08-17,samsung tv,4037,Samsung
2021-08-18,samsung tv,3687,Samsung
2020-07-15,ps4,1177,Sony
2020-07-16,ps4,341,Sony
2020-07-17,ps4,232,Sony
2020-07-18,ps4,200,Sony
2020-07-19,ps4,212,Sony
2020-07-20,ps4,178,Sony
2020-07-21,ps4,559,Sony
2020-07-22,ps4,135,Sony
2020-07-23,ps4,99,Sony
2020-07-24,ps4,105,Sony
2020-07-25,ps4,126,Sony
2020-07-26,ps4,179,Sony
2020-07-27,ps4,92,Sony
2020-07-28,ps4,77,Sony
2020-07-29,ps4,68,Sony
2020-07-30,ps4,1802,Sony
2020-07-31,ps4,44227,Sony
2020-08-01,ps4,43204,Sony
2020-08-02,ps4,35178,Sony
2020-08-03,ps4,23675,Sony
2020-08-04,ps4,13340,Sony
2020-08-05,ps4,9012,Sony
2020-08-06,ps4,7578,Sony
2020-08-07,ps4,6177,Sony
2020-08-08,ps4,6674,Sony
2020-08-09,ps4,7262,Sony
2020-08-10,ps4,4450,Sony
2020-08-11,ps4,2857,Sony
2020-08-12,ps4,2513,Sony
2020-08-13,ps4,4182,Sony
2020-08-14,ps4,2608,Sony
2020-08-15,ps4,2785,Sony
2020-08-16,ps4,2990,Sony
2020-08-17,ps4,2176,Sony
2020-08-18,ps4,2175,Sony
2020-08-19,ps4,2086,Sony
2020-08-20,ps4,2145,Sony
2020-08-21,ps4,1941,Sony
2020-08-22,ps4,2261,Sony
2020-08-23,ps4,2593,Sony
2020-08-24,ps4,2125,Sony
2020-08-25,ps4,1936,Sony
2020-08-26,ps4,1854,Sony
2020-08-27,ps4,1778,Sony
2020-08-28,ps4,1788,Sony
2020-08-29,ps4,2138,Sony
2020-08-30,ps4,2351,Sony
2020-08-31,ps4,1740,Sony
2020-09-01,ps4,11262,Sony
2020-09-02,ps4,10698,Sony
2020-09-03,ps4,11448,Sony
2020-09-04,ps4,7031,Sony
2020-09-05,ps4,6877,Sony
2020-09-06,ps4,7723,Sony
2020-09-07,ps4,7741,Sony
2020-09-08,ps4,4091,Sony
2020-09-09,ps4,2873,Sony
2020-09-10,ps4,3094,Sony
2020-09-11,ps4,2348,Sony
2020-09-12,ps4,6054,Sony
2020-09-13,ps4,9499,Sony
2020-09-14,ps4,6280,Sony
2020-09-15,ps4,3546,Sony
2020-09-16,ps4,3332,Sony
2020-09-17,ps4,3871,Sony
2020-09-18,ps4,3145,Sony
2020-09-19,ps4,5401,Sony
2020-09-20,ps4,5742,Sony
2020-09-21,ps4,2851,Sony
2020-09-22,ps4,5233,Sony
2020-09-23,ps4,5522,Sony
2020-09-24,ps4,4269,Sony
2020-09-25,ps4,4410,Sony
2020-09-26,ps4,5205,Sony
2020-09-27,ps4,5755,Sony
2020-09-28,ps4,4918,Sony
2020-09-29,ps4,2432,Sony
2020-09-30,ps4,1743,Sony
2020-10-01,ps4,5866,Sony
2020-10-02,ps4,5228,Sony
2020-10-03,ps4,5114,Sony
2020-10-04,ps4,5378,Sony
2020-10-05,ps4,3991,Sony
2020-10-06,ps4,2522,Sony
2020-10-07,ps4,1935,Sony
2020-10-08,ps4,1692,Sony
2020-10-09,ps4,1708,Sony
2020-10-10,ps4,2000,Sony
2020-10-11,ps4,2355,Sony
2020-10-12,ps4,2133,Sony
2020-10-13,ps4,1768,Sony
2020-10-14,ps4,1610,Sony
2020-10-15,ps4,1701,Sony
2020-10-16,ps4,1762,Sony
2020-10-17,ps4,2182,Sony
2020-10-18,ps4,2461,Sony
2020-10-19,ps4,1727,Sony
2020-10-20,ps4,1967,Sony
2020-10-21,ps4,1907,Sony
2020-10-22,ps4,2544,Sony
2020-10-23,ps4,2214,Sony
2020-10-24,ps4,2715,Sony
2020-10-25,ps4,3062,Sony
2020-10-26,ps4,2059,Sony
2020-10-27,ps4,1859,Sony
2020-10-28,ps4,1778,Sony
2020-10-29,ps4,1623,Sony
2020-10-30,ps4,1593,Sony
2020-10-31,ps4,2613,Sony
2020-11-01,ps4,2713,Sony
2020-11-02,ps4,1641,Sony
2020-11-03,ps4,1911,Sony
2020-11-04,ps4,1773,Sony
2020-11-05,ps4,1791,Sony
2020-11-06,ps4,1717,Sony
2020-11-07,ps4,2147,Sony
2020-11-08,ps4,2437,Sony
2020-11-09,ps4,1258,Sony
2020-11-10,ps4,3614,Sony
2020-11-11,ps4,4007,Sony
2020-11-12,ps4,3545,Sony
2020-11-13,ps4,3121,Sony
2020-11-14,ps4,3835,Sony
2020-11-15,ps4,4199,Sony
2020-11-16,ps4,2861,Sony
2020-11-17,ps4,1585,Sony
2020-11-18,ps4,1327,Sony
2020-11-19,ps4,1214,Sony
2020-11-20,ps4,1248,Sony
2020-11-21,ps4,1732,Sony
2020-11-22,ps4,3947,Sony
2020-11-23,ps4,2623,Sony
2020-11-24,ps4,3910,Sony
2020-11-25,ps4,5038,Sony
2020-11-26,ps4,5813,Sony
2020-11-27,ps4,6973,Sony
2020-11-28,ps4,5836,Sony
2020-11-29,ps4,5783,Sony
2020-11-30,ps4,4358,Sony
2020-12-01,ps4,2414,Sony
2020-12-02,ps4,1911,Sony
2020-12-03,ps4,1588,Sony
2020-12-04,ps4,1525,Sony
2020-12-05,ps4,1713,Sony
2020-12-06,ps4,2031,Sony
2020-12-07,ps4,1335,Sony
2020-12-08,ps4,2750,Sony
2020-12-09,ps4,2737,Sony
2020-12-10,ps4,2718,Sony
2020-12-11,ps4,2576,Sony
2020-12-12,ps4,3366,Sony
2020-12-13,ps4,4104,Sony
2020-12-14,ps4,2901,Sony
2020-12-15,ps4,2810,Sony
2020-12-16,ps4,2705,Sony
2020-12-17,ps4,2367,Sony
2020-12-18,ps4,2179,Sony
2020-12-19,ps4,2977,Sony
2020-12-20,ps4,3076,Sony
2020-12-21,ps4,2457,Sony
2020-12-22,ps4,2813,Sony
2020-12-23,ps4,1659,Sony
2020-12-24,ps4,1859,Sony
2020-12-25,ps4,1799,Sony
2020-12-26,ps4,1776,Sony
2020-12-27,ps4,1919,Sony
2020-12-28,ps4,1456,Sony
2020-12-29,ps4,3607,Sony
2020-12-30,ps4,3459,Sony
2020-12-31,ps4,3507,Sony
2021-01-01,ps4,16435,Sony
2021-01-02,ps4,10664,Sony
2021-01-03,ps4,10721,Sony
2021-01-04,ps4,8181,Sony
2021-01-05,ps4,6402,Sony
2021-01-06,ps4,5236,Sony
2021-01-07,ps4,4932,Sony
2021-01-08,ps4,4185,Sony
2021-01-09,ps4,5070,Sony
2021-01-10,ps4,17691,Sony
2021-01-11,ps4,4286,Sony
2021-01-12,ps4,3401,Sony
2021-01-13,ps4,3049,Sony
2021-01-14,ps4,1928,Sony
2021-01-15,ps4,1634,Sony
2021-01-16,ps4,2560,Sony
2021-01-17,ps4,3625,Sony
2021-01-18,ps4,2315,Sony
2021-01-19,ps4,1835,Sony
2021-01-20,ps4,1416,Sony
2021-01-21,ps4,1372,Sony
2021-01-22,ps4,1221,Sony
2021-01-23,ps4,1708,Sony
2021-01-24,ps4,2498,Sony
2021-01-25,ps4,2060,Sony
2021-01-26,ps4,1546,Sony
2021-01-27,ps4,1459,Sony
2021-01-28,ps4,2171,Sony
2021-01-29,ps4,2168,Sony
2021-01-30,ps4,2867,Sony
2021-01-31,ps4,2911,Sony
2021-02-01,ps4,2215,Sony
2021-02-02,ps4,1890,Sony
2021-02-03,ps4,2166,Sony
2021-02-04,ps4,2015,Sony
2021-02-05,ps4,1701,Sony
2021-02-06,ps4,2147,Sony
2021-02-07,ps4,2138,Sony
2021-02-08,ps4,1671,Sony
2021-02-09,ps4,1597,Sony
2021-02-10,ps4,1373,Sony
2021-02-11,ps4,3075,Sony
2021-02-12,ps4,2922,Sony
2021-02-13,ps4,3570,Sony
2021-02-14,ps4,4164,Sony
2021-02-15,ps4,3462,Sony
2021-02-16,ps4,2908,Sony
2021-02-17,ps4,2548,Sony
2021-02-18,ps4,1728,Sony
2021-02-19,ps4,1318,Sony
2021-02-20,ps4,1683,Sony
2021-02-21,ps4,1919,Sony
2021-02-22,ps4,1353,Sony
2021-02-23,ps4,1228,Sony
2021-02-24,ps4,1183,Sony
2021-02-25,ps4,2157,Sony
2021-02-26,ps4,1977,Sony
2021-02-27,ps4,1860,Sony
2021-02-28,ps4,2187,Sony
2021-03-01,ps4,1331,Sony
2021-03-02,ps4,1296,Sony
2021-03-03,ps4,1231,Sony
2021-03-04,ps4,1288,Sony
2021-03-05,ps4,1074,Sony
2021-03-06,ps4,1370,Sony
2021-03-07,ps4,1702,Sony
2021-03-08,ps4,1419,Sony
2021-03-09,ps4,1323,Sony
2021-03-10,ps4,1367,Sony
2021-03-11,ps4,1360,Sony
2021-03-12,ps4,1493,Sony
2021-03-13,ps4,1967,Sony
2021-03-14,ps4,2059,Sony
2021-03-15,ps4,1555,Sony
2021-03-16,ps4,1514,Sony
2021-03-17,ps4,1658,Sony
2021-03-18,ps4,1951,Sony
2021-03-19,ps4,1656,Sony
2021-03-20,ps4,2084,Sony
2021-03-21,ps4,7637,Sony
2021-03-22,ps4,2208,Sony
2021-03-23,ps4,2170,Sony
2021-03-24,ps4,2449,Sony
2021-03-25,ps4,2523,Sony
2021-03-26,ps4,2409,Sony
2021-03-27,ps4,2182,Sony
2021-03-28,ps4,2422,Sony
2021-03-29,ps4,1717,Sony
2021-03-30,ps4,1617,Sony
2021-03-31,ps4,1459,Sony
2021-04-01,ps4,1504,Sony
2021-04-02,ps4,1648,Sony
2021-04-03,ps4,1646,Sony
2021-04-04,ps4,2660,Sony
2021-04-05,ps4,2112,Sony
2021-04-06,ps4,2540,Sony
2021-04-07,ps4,2549,Sony
2021-04-08,ps4,2909,Sony
2021-04-09,ps4,2367,Sony
2021-04-10,ps4,15655,Sony
2021-04-11,ps4,9430,Sony
2021-04-12,ps4,2100,Sony
2021-04-13,ps4,1374,Sony
2021-04-14,ps4,1131,Sony
2021-04-15,ps4,1028,Sony
2021-04-16,ps4,1011,Sony
2021-04-17,ps4,1299,Sony
2021-04-18,ps4,1404,Sony
2021-04-19,ps4,1101,Sony
2021-04-20,ps4,1060,Sony
2021-04-21,ps4,1580,Sony
2021-04-22,ps4,1781,Sony
2021-04-23,ps4,1678,Sony
2021-04-24,ps4,2181,Sony
2021-04-25,ps4,2387,Sony
2021-04-26,ps4,1884,Sony
2021-04-27,ps4,1677,Sony
2021-04-28,ps4,1712,Sony
2021-04-29,ps4,1178,Sony
2021-04-30,ps4,1045,Sony
2021-05-01,ps4,1334,Sony
2021-05-02,ps4,1352,Sony
2021-05-03,ps4,1092,Sony
2021-05-04,ps4,976,Sony
2021-05-05,ps4,925,Sony
2021-05-06,ps4,1612,Sony
2021-05-07,ps4,1687,Sony
2021-05-08,ps4,3167,Sony
2021-05-09,ps4,2371,Sony
2021-05-10,ps4,1669,Sony
2021-05-11,ps4,1667,Sony
2021-05-12,ps4,1596,Sony
2021-05-13,ps4,1247,Sony
2021-05-14,ps4,1023,Sony
2021-05-15,ps4,1275,Sony
2021-05-16,ps4,3598,Sony
2021-05-17,ps4,1428,Sony
2021-05-18,ps4,1224,Sony
2021-05-19,ps4,1064,Sony
2021-05-20,ps4,1633,Sony
2021-05-21,ps4,1692,Sony
2021-05-22,ps4,2245,Sony
2021-05-23,ps4,2594,Sony
2021-05-24,ps4,2006,Sony
2021-05-25,ps4,1924,Sony
2021-05-26,ps4,1902,Sony
2021-05-27,ps4,1454,Sony
2021-05-28,ps4,1682,Sony
2021-05-29,ps4,1874,Sony
2021-05-30,ps4,2056,Sony
2021-05-31,ps4,2111,Sony
2021-06-01,ps4,1754,Sony
2021-06-02,ps4,1716,Sony
2021-06-03,ps4,1269,Sony
2021-06-04,ps4,1071,Sony
2021-06-05,ps4,1147,Sony
2021-06-06,ps4,1424,Sony
2021-06-07,ps4,1121,Sony
2021-06-08,ps4,946,Sony
2021-06-09,ps4,840,Sony
2021-06-10,ps4,766,Sony
2021-06-11,ps4,692,Sony
2021-06-12,ps4,764,Sony
2021-06-13,ps4,1447,Sony
2021-06-14,ps4,913,Sony
2021-06-15,ps4,894,Sony
2021-06-16,ps4,916,Sony
2021-06-17,ps4,1329,Sony
2021-06-18,ps4,1339,Sony
2021-06-19,ps4,1520,Sony
2021-06-20,ps4,3261,Sony
2021-06-21,ps4,1566,Sony
2021-06-22,ps4,1230,Sony
2021-06-23,ps4,1121,Sony
2021-06-24,ps4,1238,Sony
2021-06-25,ps4,1350,Sony
2021-06-26,ps4,1525,Sony
2021-06-27,ps4,1762,Sony
2021-06-28,ps4,1488,Sony
2021-06-29,ps4,1377,Sony
2021-06-30,ps4,1274,Sony
2021-07-01,ps4,2364,Sony
2021-07-02,ps4,8157,Sony
2021-07-03,ps4,8199,Sony
2021-07-04,ps4,6649,Sony
2021-07-05,ps4,12753,Sony
2021-07-06,ps4,10103,Sony
2021-07-07,ps4,7769,Sony
2021-07-08,ps4,5624,Sony
2021-07-09,ps4,2646,Sony
2021-07-10,ps4,2325,Sony
2021-07-11,ps4,2548,Sony
2021-07-12,ps4,2001,Sony
2021-07-13,ps4,1895,Sony
2021-07-14,ps4,1759,Sony
2021-07-15,ps4,2078,Sony
2021-07-16,ps4,1677,Sony
2021-07-17,ps4,1883,Sony
2021-07-18,ps4,4741,Sony
2021-07-19,ps4,2128,Sony
2021-07-20,ps4,1899,Sony
2021-07-21,ps4,2066,Sony
2021-07-22,ps4,2870,Sony
2021-07-23,ps4,5276,Sony
2021-07-24,ps4,6456,Sony
2021-07-25,ps4,8488,Sony
2021-07-26,ps4,8000,Sony
2021-07-27,ps4,7803,Sony
2021-07-28,ps4,4802,Sony
2021-07-29,ps4,3581,Sony
2021-07-30,ps4,3156,Sony
2021-07-31,ps4,3726,Sony
2021-08-01,ps4,3944,Sony
2021-08-02,ps4,2922,Sony
2021-08-03,ps4,4450,Sony
2021-08-04,ps4,3630,Sony
2021-08-05,ps4,3466,Sony
2021-08-06,ps4,2732,Sony
2021-08-07,ps4,2347,Sony
2021-08-08,ps4,2651,Sony
2021-08-09,ps4,1606,Sony
2021-08-10,ps4,1438,Sony
2021-08-11,ps4,1389,Sony
2021-08-12,ps4,1442,Sony
2021-08-13,ps4,1614,Sony
2021-08-14,ps4,2014,Sony
2021-08-15,ps4,1829,Sony
2021-08-16,ps4,1423,Sony
2021-08-17,ps4,1421,Sony
2021-08-18,ps4,1289,Sony
2020-07-15,vizio,35657,Vizio
2020-07-16,vizio,17111,Vizio
2020-07-17,vizio,12330,Vizio
2020-07-18,vizio,13203,Vizio
2020-07-19,vizio,13291,Vizio
2020-07-20,vizio,7827,Vizio
2020-07-21,vizio,7366,Vizio
2020-07-22,vizio,13804,Vizio
2020-07-23,vizio,13542,Vizio
2020-07-24,vizio,12495,Vizio
2020-07-25,vizio,14704,Vizio
2020-07-26,vizio,13888,Vizio
2020-07-27,vizio,8542,Vizio
2020-07-28,vizio,6990,Vizio
2020-07-29,vizio,6633,Vizio
2020-07-30,vizio,6284,Vizio
2020-07-31,vizio,6646,Vizio
2020-08-01,vizio,8145,Vizio
2020-08-02,vizio,8256,Vizio
2020-08-03,vizio,6130,Vizio
2020-08-04,vizio,5376,Vizio
2020-08-05,vizio,4975,Vizio
2020-08-06,vizio,5229,Vizio
2020-08-07,vizio,4744,Vizio
2020-08-08,vizio,6054,Vizio
2020-08-09,vizio,6278,Vizio
2020-08-10,vizio,4620,Vizio
2020-08-11,vizio,4177,Vizio
2020-08-12,vizio,4106,Vizio
2020-08-13,vizio,4077,Vizio
2020-08-14,vizio,3835,Vizio
2020-08-15,vizio,3811,Vizio
2020-08-16,vizio,3942,Vizio
2020-08-17,vizio,2960,Vizio
2020-08-18,vizio,2825,Vizio
2020-08-19,vizio,2768,Vizio
