Date,Device,CNT
1/6/2021,android mobile,12530
1/6/2021,android tv,1650
1/6/2021,apple tv,2355
1/6/2021,chromecast receiver app,6
1/6/2021,cox,905
1/6/2021,ios mobile,27959
1/6/2021,lg smart tv,1663
1/6/2021,ps4,5236
1/6/2021,roku,20562
1/6/2021,samsung tv,89
1/6/2021,unknown,6829
1/6/2021,vizio,4273
1/6/2021,web,12953
1/6/2021,xbox one,2538
1/6/2021,xfinity,15261
1/7/2021,amazon fire tablet,1
1/7/2021,amazon fire tv,831
1/7/2021,android mobile,12266
1/7/2021,android tv,1675
1/7/2021,apple tv,2459
1/7/2021,chromecast receiver app,2
1/7/2021,cox,1142
1/7/2021,ios mobile,27751
1/7/2021,lg smart tv,1665
1/7/2021,ps4,4932
1/7/2021,roku,22327
1/7/2021,samsung tv,119
1/7/2021,unknown,6745
1/7/2021,vizio,4078
1/7/2021,web,13321
1/7/2021,xbox one,1856
1/7/2021,xfinity,16530
1/8/2021,amazon fire tablet,2
1/8/2021,amazon fire tv,907
1/8/2021,android mobile,12599
1/8/2021,android tv,1649
1/8/2021,apple tv,2739
1/8/2021,chromecast receiver app,5
1/8/2021,cox,1229
1/8/2021,ios mobile,25772
1/8/2021,lg smart tv,1677
1/8/2021,ps4,4185
1/8/2021,roku,22433
1/8/2021,samsung tv,112
1/8/2021,unknown,6021
1/8/2021,vizio,3900
1/8/2021,web,13108
1/8/2021,xbox one,1478
1/8/2021,xfinity,17649
1/9/2021,amazon fire tablet,2
1/9/2021,amazon fire tv,1140
1/9/2021,android mobile,15883
1/9/2021,android tv,2271
1/9/2021,apple tv,3531
1/9/2021,chromecast receiver app,6
1/9/2021,cox,1421
1/9/2021,ios mobile,32398
1/9/2021,lg smart tv,2462
1/9/2021,ps4,5070
1/9/2021,roku,30781
1/9/2021,samsung tv,157
1/9/2021,unknown,6607
1/9/2021,vizio,5115
1/9/2021,web,14296
1/9/2021,xbox one,1842
1/9/2021,xfinity,20844
1/10/2021,amazon fire tablet,4
1/10/2021,amazon fire tv,1829
1/10/2021,android mobile,29527
1/10/2021,android tv,3098
1/10/2021,apple tv,3908
1/10/2021,chromecast receiver app,9
1/10/2021,cox,1476
1/10/2021,ios mobile,56229
1/10/2021,lg smart tv,3431
1/10/2021,ps4,17691
1/10/2021,roku,54847
1/10/2021,samsung tv,524
1/10/2021,unknown,10772
1/10/2021,vizio,6508
1/10/2021,web,59410
1/10/2021,xbox one,3344
1/10/2021,xfinity,23717
1/11/2021,amazon fire tv,814
1/11/2021,android mobile,11312
1/11/2021,android tv,1428
1/11/2021,apple tv,2016
1/11/2021,chromecast receiver app,4
1/11/2021,cox,902
1/11/2021,ios mobile,23885
1/11/2021,lg smart tv,1409
1/11/2021,ps4,4286
1/11/2021,roku,19554
1/11/2021,samsung tv,114
1/11/2021,unknown,5445
1/11/2021,vizio,3611
1/11/2021,web,12512
1/11/2021,xbox one,1470
1/11/2021,xfinity,12393
1/12/2021,amazon fire tablet,2
1/12/2021,amazon fire tv,747
1/12/2021,android mobile,10685
1/12/2021,android tv,1421
1/12/2021,apple tv,2028
1/12/2021,chromecast receiver app,3
1/12/2021,cox,1000
1/12/2021,ios mobile,23536
1/12/2021,lg smart tv,1415
1/12/2021,ps4,3401
1/12/2021,roku,18320
1/12/2021,samsung tv,96
1/12/2021,unknown,5252
1/12/2021,vizio,3496
1/12/2021,web,12636
1/12/2021,xbox one,1411
1/12/2021,xfinity,13256
1/13/2021,amazon fire tablet,2
1/13/2021,amazon fire tv,735
1/13/2021,android mobile,11348
1/13/2021,android tv,1345
1/13/2021,apple tv,1857
1/13/2021,chromecast receiver app,4
1/13/2021,cox,981
1/13/2021,ios mobile,21721
1/13/2021,lg smart tv,1423
1/13/2021,ps4,3049
1/13/2021,roku,17312
1/13/2021,samsung tv,86
1/13/2021,unknown,5692
1/13/2021,vizio,3224
1/13/2021,web,11980
1/13/2021,xbox one,1238
1/13/2021,xfinity,13405
1/14/2021,amazon fire tablet,1
1/14/2021,amazon fire tv,729
1/14/2021,android mobile,10720
1/14/2021,android tv,1265
1/14/2021,apple tv,1833
1/14/2021,chromecast receiver app,3
1/14/2021,cox,1095
1/14/2021,ios mobile,22032
1/14/2021,lg smart tv,1374
1/14/2021,ps4,1928
1/14/2021,roku,17572
1/14/2021,samsung tv,99
1/14/2021,unknown,5707
1/14/2021,vizio,3091
1/14/2021,web,12678
1/14/2021,xbox one,1272
1/14/2021,xfinity,13206
1/15/2021,amazon fire tablet,2
1/15/2021,amazon fire tv,830
1/15/2021,android mobile,11531
1/15/2021,android tv,1313
1/15/2021,apple tv,2095
1/15/2021,chromecast receiver app,7
1/15/2021,cox,1103
1/15/2021,ios mobile,23951
1/15/2021,lg smart tv,1505
1/15/2021,ps4,1634
1/15/2021,roku,19042
1/15/2021,samsung tv,105
1/15/2021,unknown,5314
1/15/2021,vizio,3532
1/15/2021,web,14077
1/15/2021,xbox one,1293
1/15/2021,xfinity,14905
1/16/2021,amazon fire tablet,1
1/16/2021,amazon fire tv,1587
1/16/2021,android mobile,18565
1/16/2021,android tv,2448
1/16/2021,apple tv,3366
1/16/2021,chromecast receiver app,9
1/16/2021,cox,1460
1/16/2021,ios mobile,41171
1/16/2021,lg smart tv,2580
1/16/2021,ps4,2560
1/16/2021,roku,28061
1/16/2021,samsung tv,275
1/16/2021,unknown,6859
1/16/2021,vizio,4647
1/16/2021,web,18770
1/16/2021,xbox one,2238
1/16/2021,xfinity,19208
1/17/2021,amazon fire tablet,2
1/17/2021,amazon fire tv,1850
1/17/2021,android mobile,20282
1/17/2021,android tv,2912
1/17/2021,apple tv,5068
1/17/2021,chromecast receiver app,13
1/17/2021,cox,1670
1/17/2021,ios mobile,51609
1/17/2021,lg smart tv,3174
1/17/2021,ps4,3625
1/17/2021,roku,31604
1/17/2021,samsung tv,436
1/17/2021,unknown,6284
1/17/2021,vizio,5045
1/17/2021,web,25362
1/17/2021,xbox one,2777
1/17/2021,xfinity,22775
1/18/2021,amazon fire tablet,1
1/18/2021,amazon fire tv,873
1/18/2021,android mobile,11126
1/18/2021,android tv,1425
1/18/2021,apple tv,2309
1/18/2021,chromecast receiver app,4
1/18/2021,cox,922
1/18/2021,ios mobile,22834
1/18/2021,lg smart tv,1608
1/18/2021,ps4,2315
1/18/2021,roku,20199
1/18/2021,samsung tv,102
1/18/2021,unknown,5019
1/18/2021,vizio,3526
1/18/2021,web,11027
1/18/2021,xbox one,1377
1/18/2021,xfinity,13309
1/19/2021,amazon fire tablet,2
1/19/2021,amazon fire tv,1005
1/19/2021,android mobile,12619
1/19/2021,android tv,1490
1/19/2021,apple tv,2093
1/19/2021,chromecast receiver app,7
1/19/2021,cox,942
1/19/2021,ios mobile,28932
1/19/2021,lg smart tv,1610
1/19/2021,ps4,1835
1/19/2021,roku,18642
1/19/2021,samsung tv,169
1/19/2021,unknown,5339
1/19/2021,vizio,3473
1/19/2021,web,14322
1/19/2021,xbox one,1776
1/19/2021,xfinity,12540
1/20/2021,amazon fire tablet,3
1/20/2021,amazon fire tv,692
1/20/2021,android mobile,9575
1/20/2021,android tv,1083
1/20/2021,apple tv,1708
1/20/2021,chromecast receiver app,2
1/20/2021,cox,798
1/20/2021,ios mobile,18917
1/20/2021,lg smart tv,1196
1/20/2021,ps4,1416
1/20/2021,roku,15810
1/20/2021,samsung tv,71
1/20/2021,unknown,5644
1/20/2021,vizio,2761
1/20/2021,web,11050
1/20/2021,xbox one,1106
1/20/2021,xfinity,12960
1/21/2021,amazon fire tv,591
1/21/2021,android mobile,9215
1/21/2021,android tv,1053
1/21/2021,apple tv,1556
1/21/2021,chromecast receiver app,3
1/21/2021,cox,794
1/21/2021,ios mobile,17202
1/21/2021,lg smart tv,1143
1/21/2021,ps4,1372
1/21/2021,roku,15149
1/21/2021,samsung tv,80
1/21/2021,unknown,4810
1/21/2021,vizio,2642
1/21/2021,web,9993
1/21/2021,xbox one,1045
1/21/2021,xfinity,11892
1/22/2021,amazon fire tablet,1
1/22/2021,amazon fire tv,668
1/22/2021,android mobile,8889
1/22/2021,android tv,1049
1/22/2021,apple tv,1753
1/22/2021,chromecast receiver app,3
1/22/2021,cox,970
1/22/2021,ios mobile,17152
1/22/2021,lg smart tv,1253
1/22/2021,ps4,1221
1/22/2021,roku,16119
1/22/2021,samsung tv,88
1/22/2021,unknown,4931
1/22/2021,vizio,3955
1/22/2021,web,9957
1/22/2021,xbox one,1000
1/22/2021,xfinity,13692
1/23/2021,amazon fire tv,1022
1/23/2021,android mobile,11823
1/23/2021,android tv,1539
1/23/2021,apple tv,2777
1/23/2021,chromecast receiver app,3
1/23/2021,cox,1380
1/23/2021,ios mobile,22702
1/23/2021,lg smart tv,2010
1/23/2021,ps4,1708
1/23/2021,roku,22772
1/23/2021,samsung tv,140
1/23/2021,unknown,5169
1/23/2021,vizio,5368
1/23/2021,web,10460
1/23/2021,xbox one,1479
1/23/2021,xfinity,19361
1/24/2021,amazon fire tv,800
1/24/2021,android mobile,11163
1/24/2021,android tv,1363
1/24/2021,apple tv,2329
1/24/2021,chromecast receiver app,5
1/24/2021,cox,1026
1/24/2021,ios mobile,21289
1/24/2021,lg smart tv,1759
1/24/2021,ps4,2498
1/24/2021,roku,21229
1/24/2021,samsung tv,115
1/24/2021,unknown,4988
1/24/2021,vizio,5115
1/24/2021,web,9668
1/24/2021,xbox one,1358
1/24/2021,xfinity,15205
1/25/2021,amazon fire tablet,1
1/25/2021,amazon fire tv,787
1/25/2021,android mobile,12611
1/25/2021,android tv,1055
1/25/2021,apple tv,1729
1/25/2021,chromecast receiver app,2
1/25/2021,cox,834
1/25/2021,ios mobile,21313
1/25/2021,lg smart tv,1260
1/25/2021,ps4,2060
1/25/2021,roku,16517
1/25/2021,samsung tv,68
1/25/2021,unknown,5409
1/25/2021,vizio,3541
1/25/2021,web,11635
1/25/2021,xbox one,1470
1/25/2021,xfinity,11181
1/26/2021,amazon fire tablet,1
1/26/2021,amazon fire tv,708
1/26/2021,android mobile,11446
1/26/2021,android tv,1015
1/26/2021,apple tv,1589
1/26/2021,chromecast receiver app,3
1/26/2021,cox,794
1/26/2021,ios mobile,19294
1/26/2021,lg smart tv,1243
1/26/2021,ps4,1546
1/26/2021,roku,15981
1/26/2021,samsung tv,100
1/26/2021,unknown,5499
1/26/2021,vizio,3343
1/26/2021,web,10977
1/26/2021,xbox one,1223
1/26/2021,xfinity,11317
1/27/2021,amazon fire tablet,2
1/27/2021,amazon fire tv,671
1/27/2021,android mobile,10685
1/27/2021,android tv,944
1/27/2021,apple tv,1508
1/27/2021,chromecast receiver app,7
1/27/2021,cox,769
1/27/2021,ios mobile,20038
1/27/2021,lg smart tv,1204
1/27/2021,ps4,1459
1/27/2021,roku,15327
1/27/2021,samsung tv,77
1/27/2021,unknown,5863
1/27/2021,vizio,3224
1/27/2021,web,11998
1/27/2021,xbox one,1114
1/27/2021,xfinity,11589
1/28/2021,amazon fire tablet,1
1/28/2021,amazon fire tv,668
1/28/2021,android mobile,9932
1/28/2021,android tv,916
1/28/2021,apple tv,1480
1/28/2021,chromecast receiver app,4
1/28/2021,cox,879
1/28/2021,ios mobile,17922
1/28/2021,lg smart tv,1192
1/28/2021,ps4,2171
1/28/2021,roku,15549
1/28/2021,samsung tv,75
1/28/2021,unknown,6222
1/28/2021,vizio,3122
1/28/2021,web,10287
1/28/2021,xbox one,1096
1/28/2021,xfinity,11673
1/29/2021,amazon fire tablet,3
1/29/2021,amazon fire tv,664
1/29/2021,android mobile,10743
1/29/2021,android tv,1003
1/29/2021,apple tv,1712
1/29/2021,chromecast receiver app,4
1/29/2021,cox,1025
1/29/2021,ios mobile,19751
1/29/2021,lg smart tv,1328
1/29/2021,ps4,2168
1/29/2021,roku,16648
1/29/2021,samsung tv,101
1/29/2021,unknown,5531
1/29/2021,vizio,3585
1/29/2021,web,11195
1/29/2021,xbox one,1124
1/29/2021,xfinity,13031
1/30/2021,amazon fire tablet,3
1/30/2021,amazon fire tv,1089
1/30/2021,android mobile,14279
1/30/2021,android tv,1541
1/30/2021,apple tv,2744
1/30/2021,chromecast receiver app,5
1/30/2021,cox,1369
1/30/2021,ios mobile,27791
1/30/2021,lg smart tv,2133
1/30/2021,ps4,2867
1/30/2021,roku,25600
1/30/2021,samsung tv,155
1/30/2021,unknown,5901
1/30/2021,vizio,5026
1/30/2021,web,13524
1/30/2021,xbox one,1762
1/30/2021,xfinity,19702
1/31/2021,amazon fire tablet,1
1/31/2021,amazon fire tv,1237
1/31/2021,android mobile,15499
1/31/2021,android tv,1776
1/31/2021,apple tv,3305
1/31/2021,chromecast receiver app,10
1/31/2021,cox,1525
1/31/2021,ios mobile,30610
1/31/2021,lg smart tv,2338
1/31/2021,ps4,2911
1/31/2021,roku,28228
1/31/2021,samsung tv,182
1/31/2021,unknown,7294
1/31/2021,vizio,5251
1/31/2021,web,15143
1/31/2021,xbox one,1974
1/31/2021,xfinity,21248
2/1/2021,amazon fire tablet,3
2/1/2021,amazon fire tv,793
2/1/2021,android mobile,11795
2/1/2021,android tv,1153
2/1/2021,apple tv,1876
2/1/2021,chromecast receiver app,4
2/1/2021,cox,852
2/1/2021,ios mobile,22756
2/1/2021,lg smart tv,1564
2/1/2021,ps4,2215
2/1/2021,roku,18688
2/1/2021,samsung tv,103
2/1/2021,unknown,7096
2/1/2021,vizio,3183
2/1/2021,web,12638
2/1/2021,xbox one,1352
2/1/2021,xfinity,12476
2/2/2021,amazon fire tablet,1
2/2/2021,amazon fire tv,893
2/2/2021,android mobile,12083
2/2/2021,android tv,1340
2/2/2021,apple tv,1707
2/2/2021,chromecast receiver app,4
2/2/2021,cox,798
2/2/2021,ios mobile,23692
2/2/2021,lg smart tv,1571
2/2/2021,ps4,1890
2/2/2021,roku,17967
2/2/2021,samsung tv,137
2/2/2021,unknown,6751
2/2/2021,vizio,3259
2/2/2021,web,12470
2/2/2021,xbox one,1457
2/2/2021,xfinity,11858
2/3/2021,amazon fire tablet,1
2/3/2021,amazon fire tv,638
2/3/2021,android mobile,11156
2/3/2021,android tv,1285
2/3/2021,apple tv,1560
2/3/2021,chromecast receiver app,3
2/3/2021,cox,730
2/3/2021,ios mobile,21853
2/3/2021,lg smart tv,1308
2/3/2021,ps4,2166
2/3/2021,roku,18614
2/3/2021,samsung tv,79
2/3/2021,unknown,6227
2/3/2021,vizio,2960
2/3/2021,web,11497
2/3/2021,xbox one,1196
2/3/2021,xfinity,11247
2/4/2021,amazon fire tv,709
2/4/2021,android mobile,10927
2/4/2021,android tv,1303
2/4/2021,apple tv,1518
2/4/2021,chromecast receiver app,3
2/4/2021,cox,909
2/4/2021,ios mobile,21838
2/4/2021,lg smart tv,1405
2/4/2021,ps4,2015
2/4/2021,roku,16822
2/4/2021,samsung tv,89
2/4/2021,unknown,6757
2/4/2021,vizio,3170
2/4/2021,web,13283
2/4/2021,xbox one,1180
2/4/2021,xfinity,11627
2/5/2021,amazon fire tablet,4
2/5/2021,amazon fire tv,727
2/5/2021,android mobile,10396
2/5/2021,android tv,2459
2/5/2021,apple tv,1738
2/5/2021,chromecast receiver app,2
2/5/2021,cox,900
2/5/2021,ios mobile,19455
2/5/2021,lg smart tv,1310
2/5/2021,ps4,1701
2/5/2021,roku,17359
2/5/2021,samsung tv,107
2/5/2021,unknown,5967
2/5/2021,vizio,2752
2/5/2021,web,11116
2/5/2021,xbox one,1047
2/5/2021,xfinity,12793
2/6/2021,amazon fire tablet,1
2/6/2021,amazon fire tv,1034
2/6/2021,android mobile,13546
2/6/2021,android tv,4247
2/6/2021,apple tv,2857
2/6/2021,chromecast receiver app,3
2/6/2021,cox,1308
2/6/2021,ios mobile,26426
2/6/2021,lg smart tv,2055
2/6/2021,ps4,2147
2/6/2021,roku,25058
2/6/2021,samsung tv,158
2/6/2021,unknown,6139
2/6/2021,vizio,3983
2/6/2021,web,13362
2/6/2021,xbox one,1581
2/6/2021,xfinity,18025
2/7/2021,amazon fire tv,960
2/7/2021,android mobile,14033
2/7/2021,android tv,3875
2/7/2021,apple tv,2353
2/7/2021,chromecast receiver app,3
2/7/2021,cox,1194
2/7/2021,ios mobile,25916
2/7/2021,lg smart tv,2006
2/7/2021,ps4,2138
2/7/2021,roku,22864
2/7/2021,samsung tv,134
2/7/2021,unknown,6612
2/7/2021,vizio,3318
2/7/2021,web,12770
2/7/2021,xbox one,1596
2/7/2021,xfinity,16399
2/8/2021,amazon fire tablet,1
2/8/2021,amazon fire tv,644
2/8/2021,android mobile,9847
2/8/2021,android tv,2095
2/8/2021,apple tv,1613
2/8/2021,chromecast receiver app,4
2/8/2021,cox,836
2/8/2021,ios mobile,18437
2/8/2021,lg smart tv,1222
2/8/2021,ps4,1671
2/8/2021,roku,15960
2/8/2021,samsung tv,72
2/8/2021,unknown,5703
2/8/2021,vizio,2542
2/8/2021,web,10572
2/8/2021,xbox one,1113
2/8/2021,xfinity,10672
2/9/2021,amazon fire tablet,1
2/9/2021,amazon fire tv,736
2/9/2021,android mobile,9634
2/9/2021,android tv,2248
2/9/2021,apple tv,1450
2/9/2021,chromecast receiver app,2
2/9/2021,cox,798
2/9/2021,ios mobile,17077
2/9/2021,lg smart tv,1031
2/9/2021,ps4,1597
2/9/2021,roku,14654
2/9/2021,samsung tv,58
2/9/2021,unknown,5787
2/9/2021,vizio,2322
2/9/2021,web,9959
2/9/2021,xbox one,1051
2/9/2021,xfinity,10518
2/10/2021,amazon fire tablet,2
2/10/2021,amazon fire tv,1210
2/10/2021,android mobile,9977
2/10/2021,android tv,2156
2/10/2021,apple tv,1353
2/10/2021,chromecast receiver app,3
2/10/2021,cox,953
2/10/2021,ios mobile,17404
2/10/2021,lg smart tv,1064
2/10/2021,ps4,1373
2/10/2021,roku,14000
2/10/2021,samsung tv,48
2/10/2021,unknown,6452
2/10/2021,vizio,2377
2/10/2021,web,9933
2/10/2021,xbox one,1022
2/10/2021,xfinity,10472
2/11/2021,amazon fire tablet,1
2/11/2021,amazon fire tv,1308
2/11/2021,android mobile,9917
2/11/2021,android tv,2055
2/11/2021,apple tv,1397
2/11/2021,chromecast receiver app,2
2/11/2021,cox,797
2/11/2021,ios mobile,17426
2/11/2021,lg smart tv,1143
2/11/2021,ps4,3075
2/11/2021,roku,15089
2/11/2021,samsung tv,71
2/11/2021,unknown,6474
2/11/2021,vizio,2407
2/11/2021,web,9938
2/11/2021,xbox one,1003
2/11/2021,xfinity,11100
2/12/2021,amazon fire tablet,1
2/12/2021,amazon fire tv,1114
2/12/2021,android mobile,9840
2/12/2021,android tv,1604
2/12/2021,apple tv,1495
2/12/2021,chromecast receiver app,8
2/12/2021,cox,854
2/12/2021,ios mobile,17335
2/12/2021,lg smart tv,1211
2/12/2021,ps4,2922
2/12/2021,roku,15932
2/12/2021,samsung tv,93
2/12/2021,unknown,5776
2/12/2021,vizio,2549
2/12/2021,web,9968
2/12/2021,xbox one,1010
2/12/2021,xfinity,12176
2/13/2021,amazon fire tablet,1
2/13/2021,amazon fire tv,1421
2/13/2021,android mobile,13085
2/13/2021,android tv,1942
2/13/2021,apple tv,2587
2/13/2021,chromecast receiver app,4
2/13/2021,cox,1400
2/13/2021,ios mobile,23741
2/13/2021,lg smart tv,1911
2/13/2021,ps4,3570
2/13/2021,roku,22510
2/13/2021,samsung tv,143
2/13/2021,unknown,6276
2/13/2021,vizio,3512
2/13/2021,web,12007
2/13/2021,xbox one,1513
2/13/2021,xfinity,18662
2/14/2021,amazon fire tv,1396
2/14/2021,android mobile,13695
2/14/2021,android tv,2161
2/14/2021,apple tv,2944
2/14/2021,chromecast receiver app,8
2/14/2021,cox,1602
2/14/2021,ios mobile,26152
2/14/2021,lg smart tv,2154
2/14/2021,ps4,4164
2/14/2021,roku,25773
2/14/2021,samsung tv,152
2/14/2021,unknown,6467
2/14/2021,vizio,3856
2/14/2021,web,12603
2/14/2021,xbox one,1640
2/14/2021,xfinity,17485
2/15/2021,amazon fire tablet,1
2/15/2021,amazon fire tv,1066
2/15/2021,android mobile,12018
2/15/2021,android tv,1535
2/15/2021,apple tv,2074
2/15/2021,chromecast receiver app,6
2/15/2021,cox,1232
2/15/2021,ios mobile,23231
2/15/2021,lg smart tv,1624
2/15/2021,ps4,3462
2/15/2021,roku,21756
2/15/2021,samsung tv,128
2/15/2021,unknown,6439
2/15/2021,vizio,3501
2/15/2021,web,11069
2/15/2021,xbox one,1335
2/15/2021,xfinity,13615
2/16/2021,amazon fire tv,958
2/16/2021,android mobile,11487
2/16/2021,android tv,1342
2/16/2021,apple tv,1555
2/16/2021,chromecast receiver app,5
2/16/2021,cox,1003
2/16/2021,ios mobile,21059
2/16/2021,lg smart tv,1245
2/16/2021,ps4,2908
2/16/2021,roku,18204
2/16/2021,samsung tv,88
2/16/2021,unknown,7187
2/16/2021,vizio,3691
2/16/2021,web,10676
2/16/2021,xbox one,1244
2/16/2021,xfinity,11168
2/17/2021,amazon fire tablet,3
2/17/2021,amazon fire tv,889
2/17/2021,android mobile,10967
2/17/2021,android tv,1232
2/17/2021,apple tv,1511
2/17/2021,chromecast receiver app,7
2/17/2021,cox,805
2/17/2021,ios mobile,20707
2/17/2021,lg smart tv,1171
2/17/2021,ps4,2548
2/17/2021,roku,19333
2/17/2021,samsung tv,70
2/17/2021,unknown,6924
2/17/2021,vizio,3495
2/17/2021,web,10341
2/17/2021,xbox one,1181
2/17/2021,xfinity,10475
2/18/2021,amazon fire tablet,2
2/18/2021,amazon fire tv,898
2/18/2021,android mobile,11086
2/18/2021,android tv,1198
2/18/2021,apple tv,1515
2/18/2021,chromecast receiver app,1
2/18/2021,cox,847
2/18/2021,ios mobile,20907
2/18/2021,lg smart tv,1228
2/18/2021,ps4,1728
2/18/2021,roku,18048
2/18/2021,samsung tv,99
2/18/2021,unknown,7430
2/18/2021,vizio,3624
2/18/2021,web,10937
2/18/2021,xbox one,1204
2/18/2021,xfinity,11330
2/19/2021,amazon fire tablet,1
2/19/2021,amazon fire tv,865
2/19/2021,android mobile,10881
2/19/2021,android tv,1797
2/19/2021,apple tv,1695
2/19/2021,chromecast receiver app,5
2/19/2021,cox,889
2/19/2021,ios mobile,20131
2/19/2021,lg smart tv,1375
2/19/2021,ps4,1318
2/19/2021,roku,18492
2/19/2021,samsung tv,99
2/19/2021,unknown,6355
2/19/2021,vizio,3337
2/19/2021,web,11018
2/19/2021,xbox one,1078
2/19/2021,xfinity,12018
2/20/2021,amazon fire tablet,2
2/20/2021,amazon fire tv,1104
2/20/2021,android mobile,12791
2/20/2021,android tv,2427
2/20/2021,apple tv,2238
2/20/2021,chromecast receiver app,5
2/20/2021,cox,1097
2/20/2021,ios mobile,24101
2/20/2021,lg smart tv,1749
2/20/2021,ps4,1683
2/20/2021,roku,24534
2/20/2021,samsung tv,138
2/20/2021,unknown,6284
2/20/2021,vizio,4257
2/20/2021,web,11482
2/20/2021,xbox one,1417
2/20/2021,xfinity,16005
2/21/2021,amazon fire tablet,3
2/21/2021,amazon fire tv,1325
2/21/2021,android mobile,15039
2/21/2021,android tv,2573
2/21/2021,apple tv,2640
2/21/2021,chromecast receiver app,8
2/21/2021,cox,1291
2/21/2021,ios mobile,30868
2/21/2021,lg smart tv,1993
2/21/2021,ps4,1919
2/21/2021,roku,25658
2/21/2021,samsung tv,170
2/21/2021,unknown,7518
2/21/2021,vizio,6868
2/21/2021,web,13828
2/21/2021,xbox one,1665
2/21/2021,xfinity,17217
2/22/2021,amazon fire tablet,1
2/22/2021,amazon fire tv,876
2/22/2021,android mobile,10928
2/22/2021,android tv,1513
2/22/2021,apple tv,1264
2/22/2021,chromecast receiver app,6
2/22/2021,cox,605
2/22/2021,ios mobile,20414
2/22/2021,lg smart tv,1087
2/22/2021,ps4,1353
2/22/2021,roku,16496
2/22/2021,samsung tv,79
2/22/2021,unknown,6310
2/22/2021,vizio,2844
2/22/2021,web,10831
2/22/2021,xbox one,1121
2/22/2021,xfinity,9620
2/23/2021,amazon fire tv,792
2/23/2021,android mobile,10458
2/23/2021,android tv,1375
2/23/2021,apple tv,1124
2/23/2021,chromecast receiver app,3
2/23/2021,cox,611
2/23/2021,ios mobile,18592
2/23/2021,lg smart tv,1077
2/23/2021,ps4,1228
2/23/2021,roku,16626
2/23/2021,samsung tv,75
2/23/2021,unknown,5822
2/23/2021,vizio,2618
2/23/2021,web,10093
2/23/2021,xbox one,1024
2/23/2021,xfinity,9207
2/24/2021,amazon fire tablet,1
2/24/2021,amazon fire tv,701
2/24/2021,android mobile,9947
2/24/2021,android tv,1411
2/24/2021,apple tv,1166
2/24/2021,chromecast receiver app,4
2/24/2021,cox,658
2/24/2021,ios mobile,17597
2/24/2021,lg smart tv,1049
2/24/2021,ps4,1183
2/24/2021,roku,17475
2/24/2021,samsung tv,58
2/24/2021,unknown,5549
2/24/2021,vizio,2577
2/24/2021,web,9901
2/24/2021,xbox one,1045
2/24/2021,xfinity,9367
2/25/2021,amazon fire tv,788
2/25/2021,android mobile,11776
2/25/2021,android tv,1522
2/25/2021,apple tv,1397
2/25/2021,chromecast receiver app,5
2/25/2021,cox,649
2/25/2021,ios mobile,19901
2/25/2021,lg smart tv,1070
2/25/2021,ps4,2157
2/25/2021,roku,14952
2/25/2021,samsung tv,67
2/25/2021,unknown,6524
2/25/2021,vizio,2671
2/25/2021,web,10572
2/25/2021,xbox one,766
2/25/2021,xfinity,9335
2/26/2021,amazon fire tv,788
2/26/2021,android mobile,12447
2/26/2021,android tv,1446
2/26/2021,apple tv,1685
2/26/2021,chromecast receiver app,5
2/26/2021,cox,761
2/26/2021,ios mobile,19878
2/26/2021,lg smart tv,1187
2/26/2021,ps4,1977
2/26/2021,roku,16824
2/26/2021,samsung tv,103
2/26/2021,unknown,5830
2/26/2021,vizio,2392
2/26/2021,web,10488
2/26/2021,xbox one,990
2/26/2021,xfinity,10509
2/27/2021,amazon fire tablet,3
2/27/2021,amazon fire tv,1173
2/27/2021,android mobile,13726
2/27/2021,android tv,1852
2/27/2021,apple tv,2290
2/27/2021,chromecast receiver app,7
2/27/2021,cox,1072
2/27/2021,ios mobile,23460
2/27/2021,lg smart tv,1698
2/27/2021,ps4,1860
2/27/2021,roku,22517
2/27/2021,samsung tv,167
2/27/2021,unknown,6154
2/27/2021,vizio,3295
2/27/2021,web,11304
2/27/2021,xbox one,1355
2/27/2021,xfinity,15690
2/28/2021,amazon fire tablet,1
2/28/2021,amazon fire tv,1179
2/28/2021,android mobile,14564
2/28/2021,android tv,2050
2/28/2021,apple tv,2634
2/28/2021,chromecast receiver app,2
2/28/2021,cox,1035
2/28/2021,ios mobile,26408
2/28/2021,lg smart tv,1912
2/28/2021,ps4,2187
2/28/2021,roku,23230
2/28/2021,samsung tv,138
2/28/2021,unknown,8183
2/28/2021,vizio,3487
2/28/2021,web,12798
2/28/2021,xbox one,1538
2/28/2021,xfinity,14073
3/1/2021,amazon fire tablet,8
3/1/2021,amazon fire tv,800
3/1/2021,android mobile,12180
3/1/2021,android tv,1248
3/1/2021,apple tv,1452
3/1/2021,chromecast receiver app,4
3/1/2021,cox,701
3/1/2021,ios mobile,20801
3/1/2021,lg smart tv,1168
3/1/2021,ps4,1331
3/1/2021,roku,18963
3/1/2021,samsung tv,90
3/1/2021,unknown,9938
3/1/2021,vizio,2425
3/1/2021,web,11145
3/1/2021,xbox one,1171
3/1/2021,xfinity,9367
3/2/2021,amazon fire tablet,2
3/2/2021,amazon fire tv,757
3/2/2021,android mobile,13524
3/2/2021,android tv,1204
3/2/2021,apple tv,1400
3/2/2021,chromecast receiver app,4
3/2/2021,cox,707
3/2/2021,ios mobile,22859
3/2/2021,lg smart tv,1234
3/2/2021,ps4,1296
3/2/2021,roku,19110
3/2/2021,samsung tv,72
3/2/2021,unknown,8637
3/2/2021,vizio,2499
