Date,Device,CNT
9/11/2020,lg smart tv,1605
9/11/2020,ps4,2348
9/11/2020,roku,163
9/11/2020,samsung tv,148
9/11/2020,unknown,3028
9/11/2020,vizio,2356
9/11/2020,web,12674
9/11/2020,xbox one,1301
9/11/2020,xfinity,24803
9/12/2020,amazon fire tablet,2
9/12/2020,amazon fire tv,3049
9/12/2020,android mobile,23143
9/12/2020,android tv,2400
9/12/2020,apple tv,6034
9/12/2020,cox,4110
9/12/2020,ios mobile,46115
9/12/2020,lg smart tv,2985
9/12/2020,ps4,6054
9/12/2020,roku,298
9/12/2020,samsung tv,305
9/12/2020,unknown,4743
9/12/2020,vizio,3706
9/12/2020,web,24396
9/12/2020,xbox one,2820
9/12/2020,xfinity,42100
9/13/2020,amazon fire tablet,1
9/13/2020,amazon fire tv,4146
9/13/2020,android mobile,27647
9/13/2020,android tv,3170
9/13/2020,apple tv,7659
9/13/2020,chromecast receiver app,1
9/13/2020,cox,2407
9/13/2020,ios mobile,64083
9/13/2020,lg smart tv,3926
9/13/2020,ps4,9499
9/13/2020,roku,495
9/13/2020,samsung tv,478
9/13/2020,unknown,8975
9/13/2020,vizio,4654
9/13/2020,web,34032
9/13/2020,xbox one,3843
9/13/2020,xfinity,45022
9/14/2020,amazon fire tablet,1
9/14/2020,amazon fire tv,2379
9/14/2020,android mobile,19357
9/14/2020,android tv,1684
9/14/2020,apple tv,3843
9/14/2020,cox,2710
9/14/2020,ios mobile,46107
9/14/2020,lg smart tv,2002
9/14/2020,ps4,6280
9/14/2020,roku,265
9/14/2020,samsung tv,212
9/14/2020,unknown,4377
9/14/2020,vizio,2611
9/14/2020,web,33272
9/14/2020,xbox one,2728
9/14/2020,xfinity,25660
9/15/2020,amazon fire tv,1699
9/15/2020,android mobile,12775
9/15/2020,android tv,1200
9/15/2020,apple tv,2338
9/15/2020,cox,4882
9/15/2020,ios mobile,21620
9/15/2020,lg smart tv,1792
9/15/2020,ps4,3546
9/15/2020,roku,167
9/15/2020,samsung tv,132
9/15/2020,unknown,3282
9/15/2020,vizio,2255
9/15/2020,web,12111
9/15/2020,xbox one,1562
9/15/2020,xfinity,20751
9/16/2020,amazon fire tv,1601
9/16/2020,android mobile,12490
9/16/2020,android tv,1167
9/16/2020,apple tv,2458
9/16/2020,chromecast receiver app,1
9/16/2020,cox,3021
9/16/2020,ios mobile,22402
9/16/2020,lg smart tv,1751
9/16/2020,ps4,3332
9/16/2020,roku,199
9/16/2020,samsung tv,157
9/16/2020,unknown,3556
9/16/2020,vizio,2915
9/16/2020,web,12085
9/16/2020,xbox one,1627
9/16/2020,xfinity,22335
9/17/2020,amazon fire tablet,3
9/17/2020,amazon fire tv,5494
9/17/2020,android mobile,30794
9/17/2020,android tv,4328
9/17/2020,apple tv,9178
9/17/2020,cox,5643
9/17/2020,ios mobile,80707
9/17/2020,lg smart tv,4633
9/17/2020,ps4,3871
9/17/2020,roku,367
9/17/2020,samsung tv,1971
9/17/2020,unknown,7122
9/17/2020,vizio,5510
9/17/2020,web,64237
9/17/2020,xbox one,3099
9/17/2020,xfinity,40748
9/18/2020,amazon fire tv,2573
9/18/2020,android mobile,16743
9/18/2020,android tv,2273
9/18/2020,apple tv,4625
9/18/2020,cox,3204
9/18/2020,ios mobile,37313
9/18/2020,lg smart tv,2381
9/18/2020,ps4,3145
9/18/2020,roku,298
9/18/2020,samsung tv,509
9/18/2020,unknown,6279
9/18/2020,vizio,3155
9/18/2020,web,30244
9/18/2020,xbox one,1802
9/18/2020,xfinity,26931
9/19/2020,amazon fire tv,4557
9/19/2020,android mobile,32303
9/19/2020,android tv,3897
9/19/2020,apple tv,9110
9/19/2020,cox,5023
9/19/2020,ios mobile,75797
9/19/2020,lg smart tv,4165
9/19/2020,ps4,5401
9/19/2020,roku,569
9/19/2020,samsung tv,801
9/19/2020,unknown,7922
9/19/2020,vizio,4185
9/19/2020,web,41464
9/19/2020,xbox one,4116
9/19/2020,xfinity,46453
9/20/2020,amazon fire tv,3946
9/20/2020,android mobile,30386
9/20/2020,android tv,3620
9/20/2020,apple tv,7977
9/20/2020,cox,3948
9/20/2020,ios mobile,70496
9/20/2020,lg smart tv,3798
9/20/2020,ps4,5742
9/20/2020,roku,890
9/20/2020,samsung tv,545
9/20/2020,unknown,9596
9/20/2020,vizio,4232
9/20/2020,web,36859
9/20/2020,xbox one,4065
9/20/2020,xfinity,40031
9/21/2020,amazon fire tablet,2
9/21/2020,amazon fire tv,1788
9/21/2020,android mobile,15261
9/21/2020,android tv,1592
9/21/2020,apple tv,2757
9/21/2020,cox,2106
9/21/2020,ios mobile,26205
9/21/2020,lg smart tv,1644
9/21/2020,ps4,2851
9/21/2020,roku,47372
9/21/2020,samsung tv,149
9/21/2020,unknown,6120
9/21/2020,vizio,2278
9/21/2020,web,17022
9/21/2020,xbox one,1413
9/21/2020,xfinity,19926
9/22/2020,amazon fire tablet,9
9/22/2020,amazon fire tv,1708
9/22/2020,android mobile,12543
9/22/2020,android tv,1446
9/22/2020,apple tv,2428
9/22/2020,chromecast receiver app,1
9/22/2020,cox,1928
9/22/2020,ios mobile,18458
9/22/2020,lg smart tv,1572
9/22/2020,ps4,5233
9/22/2020,roku,42870
9/22/2020,samsung tv,131
9/22/2020,unknown,7314
9/22/2020,vizio,2690
9/22/2020,web,11450
9/22/2020,xbox one,1336
9/22/2020,xfinity,17987
9/23/2020,amazon fire tablet,2
9/23/2020,amazon fire tv,1472
9/23/2020,android mobile,14974
9/23/2020,android tv,1386
9/23/2020,apple tv,2025
9/23/2020,cox,1909
9/23/2020,ios mobile,20948
9/23/2020,lg smart tv,1445
9/23/2020,ps4,5522
9/23/2020,roku,35227
9/23/2020,samsung tv,140
9/23/2020,unknown,7503
9/23/2020,vizio,2062
9/23/2020,web,11463
9/23/2020,xbox one,1111
9/23/2020,xfinity,17640
9/24/2020,amazon fire tablet,1
9/24/2020,amazon fire tv,1505
9/24/2020,android mobile,12764
9/24/2020,android tv,1393
9/24/2020,apple tv,1935
9/24/2020,cox,1856
9/24/2020,ios mobile,18863
9/24/2020,lg smart tv,1505
9/24/2020,ps4,4269
9/24/2020,roku,34885
9/24/2020,samsung tv,128
9/24/2020,unknown,6558
9/24/2020,vizio,2052
9/24/2020,web,10691
9/24/2020,xbox one,1198
9/24/2020,xfinity,17658
9/25/2020,amazon fire tablet,2
9/25/2020,amazon fire tv,1376
9/25/2020,android mobile,11234
9/25/2020,android tv,1463
9/25/2020,apple tv,2124
9/25/2020,cox,2076
9/25/2020,ios mobile,16518
9/25/2020,lg smart tv,1544
9/25/2020,ps4,4410
9/25/2020,roku,32520
9/25/2020,samsung tv,137
9/25/2020,unknown,6803
9/25/2020,vizio,1994
9/25/2020,web,10295
9/25/2020,xbox one,1096
9/25/2020,xfinity,18955
9/26/2020,amazon fire tv,2002
9/26/2020,android mobile,14118
9/26/2020,android tv,1645
9/26/2020,apple tv,3028
9/26/2020,cox,2867
9/26/2020,ios mobile,22048
9/26/2020,lg smart tv,2139
9/26/2020,ps4,5205
9/26/2020,roku,38391
9/26/2020,samsung tv,210
9/26/2020,unknown,6871
9/26/2020,vizio,2593
9/26/2020,web,11532
9/26/2020,xbox one,1552
9/26/2020,xfinity,29321
9/27/2020,amazon fire tablet,3
9/27/2020,amazon fire tv,2364
9/27/2020,android mobile,16120
9/27/2020,android tv,1775
9/27/2020,apple tv,3292
9/27/2020,cox,2692
9/27/2020,ios mobile,27098
9/27/2020,lg smart tv,2421
9/27/2020,ps4,5755
9/27/2020,roku,40767
9/27/2020,samsung tv,178
9/27/2020,unknown,8576
9/27/2020,vizio,3023
9/27/2020,web,12990
9/27/2020,xbox one,1886
9/27/2020,xfinity,25347
9/28/2020,amazon fire tablet,3
9/28/2020,amazon fire tv,1818
9/28/2020,android mobile,15051
9/28/2020,android tv,1318
9/28/2020,apple tv,2969
9/28/2020,cox,2004
9/28/2020,ios mobile,31412
9/28/2020,lg smart tv,1803
9/28/2020,ps4,4918
9/28/2020,roku,31325
9/28/2020,samsung tv,187
9/28/2020,unknown,7858
9/28/2020,vizio,2037
9/28/2020,web,24137
9/28/2020,xbox one,1887
9/28/2020,xfinity,20410
9/29/2020,amazon fire tablet,2
9/29/2020,amazon fire tv,1380
9/29/2020,android mobile,9571
9/29/2020,android tv,953
9/29/2020,apple tv,1780
9/29/2020,chromecast receiver app,1
9/29/2020,cox,1504
9/29/2020,ios mobile,15765
9/29/2020,lg smart tv,1495
9/29/2020,ps4,2432
9/29/2020,roku,27912
9/29/2020,samsung tv,86
9/29/2020,unknown,6533
9/29/2020,vizio,1728
9/29/2020,web,8883
9/29/2020,xbox one,1194
9/29/2020,xfinity,15761
9/30/2020,amazon fire tablet,2
9/30/2020,amazon fire tv,1287
9/30/2020,android mobile,8481
9/30/2020,android tv,861
9/30/2020,apple tv,1702
9/30/2020,cox,1658
9/30/2020,ios mobile,14338
9/30/2020,lg smart tv,1258
9/30/2020,ps4,1743
9/30/2020,roku,23319
9/30/2020,samsung tv,81
9/30/2020,unknown,5823
9/30/2020,vizio,1486
9/30/2020,web,7895
9/30/2020,xbox one,931
9/30/2020,xfinity,15509
10/1/2020,amazon fire tablet,2
10/1/2020,amazon fire tv,1352
10/1/2020,android mobile,11152
10/1/2020,android tv,1042
10/1/2020,apple tv,3090
10/1/2020,cox,1938
10/1/2020,ios mobile,23471
10/1/2020,lg smart tv,1559
10/1/2020,ps4,5866
10/1/2020,roku,28236
10/1/2020,samsung tv,97
10/1/2020,unknown,5604
10/1/2020,vizio,2258
10/1/2020,web,13677
10/1/2020,xbox one,1425
10/1/2020,xfinity,20424
10/2/2020,amazon fire tv,1198
10/2/2020,android mobile,10639
10/2/2020,android tv,984
10/2/2020,apple tv,2724
10/2/2020,chromecast receiver app,1
10/2/2020,cox,1983
10/2/2020,ios mobile,21228
10/2/2020,lg smart tv,1468
10/2/2020,ps4,5228
10/2/2020,roku,32085
10/2/2020,samsung tv,94
10/2/2020,unknown,5585
10/2/2020,vizio,2501
10/2/2020,web,13009
10/2/2020,xbox one,1489
10/2/2020,xfinity,22582
10/3/2020,amazon fire tablet,4
10/3/2020,amazon fire tv,2131
10/3/2020,android mobile,14018
10/3/2020,android tv,1661
10/3/2020,apple tv,4174
10/3/2020,chromecast receiver app,1
10/3/2020,cox,3139
10/3/2020,ios mobile,28591
10/3/2020,lg smart tv,2162
10/3/2020,ps4,5114
10/3/2020,roku,59739
10/3/2020,samsung tv,167
10/3/2020,unknown,6843
10/3/2020,vizio,3993
10/3/2020,web,16591
10/3/2020,xbox one,1934
10/3/2020,xfinity,33493
10/4/2020,amazon fire tablet,2
10/4/2020,amazon fire tv,2289
10/4/2020,android mobile,16004
10/4/2020,android tv,1867
10/4/2020,apple tv,5405
10/4/2020,cox,3531
10/4/2020,ios mobile,35945
10/4/2020,lg smart tv,2529
10/4/2020,ps4,5378
10/4/2020,roku,55222
10/4/2020,samsung tv,196
10/4/2020,unknown,10231
10/4/2020,vizio,5241
10/4/2020,web,18839
10/4/2020,xbox one,2336
10/4/2020,xfinity,39991
10/5/2020,amazon fire tablet,1
10/5/2020,amazon fire tv,1199
10/5/2020,android mobile,10535
10/5/2020,android tv,947
10/5/2020,apple tv,2533
10/5/2020,chromecast receiver app,1
10/5/2020,cox,2209
10/5/2020,ios mobile,25573
10/5/2020,lg smart tv,1378
10/5/2020,ps4,3991
10/5/2020,roku,33511
10/5/2020,samsung tv,103
10/5/2020,unknown,6030
10/5/2020,vizio,2525
10/5/2020,web,13943
10/5/2020,xbox one,1576
10/5/2020,xfinity,22003
10/6/2020,amazon fire tablet,3
10/6/2020,amazon fire tv,1154
10/6/2020,android mobile,11480
10/6/2020,android tv,967
10/6/2020,apple tv,2323
10/6/2020,cox,1927
10/6/2020,ios mobile,34549
10/6/2020,lg smart tv,1466
10/6/2020,ps4,2522
10/6/2020,roku,30987
10/6/2020,samsung tv,87
10/6/2020,unknown,6220
10/6/2020,vizio,2161
10/6/2020,web,15355
10/6/2020,xbox one,1433
10/6/2020,xfinity,20294
10/7/2020,amazon fire tablet,4
10/7/2020,amazon fire tv,1182
10/7/2020,android mobile,10264
10/7/2020,android tv,837
10/7/2020,apple tv,3179
10/7/2020,chromecast receiver app,1
10/7/2020,cox,1888
10/7/2020,ios mobile,25795
10/7/2020,lg smart tv,1277
10/7/2020,ps4,1935
10/7/2020,roku,27166
10/7/2020,samsung tv,81
10/7/2020,unknown,6212
10/7/2020,vizio,1946
10/7/2020,web,12955
10/7/2020,xbox one,1450
10/7/2020,xfinity,19234
10/8/2020,amazon fire tablet,1
10/8/2020,amazon fire tv,979
10/8/2020,android mobile,9966
10/8/2020,android tv,837
10/8/2020,apple tv,1994
10/8/2020,cox,1802
10/8/2020,ios mobile,23315
10/8/2020,lg smart tv,1253
10/8/2020,ps4,1692
10/8/2020,roku,26419
10/8/2020,samsung tv,77
10/8/2020,unknown,6340
10/8/2020,vizio,2007
10/8/2020,web,12100
10/8/2020,xbox one,1430
10/8/2020,xfinity,17152
10/9/2020,amazon fire tablet,2
10/9/2020,amazon fire tv,1109
10/9/2020,android mobile,10451
10/9/2020,android tv,990
10/9/2020,apple tv,2308
10/9/2020,cox,2136
10/9/2020,ios mobile,20905
10/9/2020,lg smart tv,1410
10/9/2020,ps4,1708
10/9/2020,roku,27660
10/9/2020,samsung tv,95
10/9/2020,unknown,6497
10/9/2020,vizio,2142
10/9/2020,web,12936
10/9/2020,xbox one,1387
10/9/2020,xfinity,22450
10/10/2020,amazon fire tv,1536
10/10/2020,android mobile,12309
10/10/2020,android tv,1320
10/10/2020,apple tv,3142
10/10/2020,chromecast receiver app,2
10/10/2020,cox,2738
10/10/2020,ios mobile,24032
10/10/2020,lg smart tv,1852
10/10/2020,ps4,2000
10/10/2020,roku,35054
10/10/2020,samsung tv,138
10/10/2020,unknown,6357
10/10/2020,vizio,3267
10/10/2020,web,12734
10/10/2020,xbox one,1736
10/10/2020,xfinity,30949
10/11/2020,amazon fire tablet,3
10/11/2020,amazon fire tv,1804
10/11/2020,android mobile,15585
10/11/2020,android tv,1636
10/11/2020,apple tv,3652
10/11/2020,cox,2743
10/11/2020,ios mobile,30166
10/11/2020,lg smart tv,2164
10/11/2020,ps4,2355
10/11/2020,roku,39376
10/11/2020,samsung tv,189
10/11/2020,unknown,8354
10/11/2020,vizio,3247
10/11/2020,web,15402
10/11/2020,windows phone,1
10/11/2020,xbox one,2127
10/11/2020,xfinity,32776
10/12/2020,amazon fire tv,1353
10/12/2020,android mobile,11792
10/12/2020,android tv,1101
10/12/2020,apple tv,2360
10/12/2020,cox,1888
10/12/2020,ios mobile,22448
10/12/2020,lg smart tv,1548
10/12/2020,ps4,2133
10/12/2020,roku,28303
10/12/2020,samsung tv,116
10/12/2020,unknown,6624
10/12/2020,vizio,2862
10/12/2020,web,12938
10/12/2020,xbox one,1709
10/12/2020,xfinity,21891
10/13/2020,amazon fire tv,1064
10/13/2020,android mobile,10272
10/13/2020,android tv,828
10/13/2020,apple tv,1861
10/13/2020,chromecast receiver app,1
10/13/2020,cox,1639
10/13/2020,ios mobile,19309
10/13/2020,lg smart tv,1270
10/13/2020,ps4,1768
10/13/2020,roku,22704
10/13/2020,samsung tv,76
10/13/2020,unknown,5647
10/13/2020,vizio,2990
10/13/2020,web,11568
10/13/2020,xbox one,1376
10/13/2020,xfinity,17593
10/14/2020,amazon fire tablet,3
10/14/2020,amazon fire tv,1042
10/14/2020,android mobile,10201
10/14/2020,android tv,836
10/14/2020,apple tv,1841
10/14/2020,cox,1683
10/14/2020,ios mobile,17733
10/14/2020,lg smart tv,1217
10/14/2020,ps4,1610
10/14/2020,roku,21886
10/14/2020,samsung tv,87
10/14/2020,unknown,7783
10/14/2020,vizio,2707
10/14/2020,web,11411
10/14/2020,xbox one,1156
10/14/2020,xfinity,17032
10/15/2020,amazon fire tablet,1
10/15/2020,amazon fire tv,939
10/15/2020,android mobile,10668
10/15/2020,android tv,899
10/15/2020,apple tv,1965
10/15/2020,chromecast receiver app,1
10/15/2020,cox,1473
10/15/2020,ios mobile,18623
10/15/2020,lg smart tv,1158
10/15/2020,ps4,1701
10/15/2020,roku,22141
10/15/2020,samsung tv,96
10/15/2020,unknown,6279
10/15/2020,vizio,2694
10/15/2020,web,12064
10/15/2020,xbox one,2141
10/15/2020,xfinity,21256
10/16/2020,amazon fire tablet,1
10/16/2020,amazon fire tv,1235
10/16/2020,android mobile,11517
10/16/2020,android tv,1025
10/16/2020,apple tv,2305
10/16/2020,chromecast receiver app,1
10/16/2020,cox,1829
10/16/2020,ios mobile,20652
10/16/2020,lg smart tv,1448
10/16/2020,ps4,1762
10/16/2020,roku,23593
10/16/2020,samsung tv,95
10/16/2020,unknown,6152
10/16/2020,vizio,2668
10/16/2020,web,12823
10/16/2020,xbox one,1818
10/16/2020,xfinity,23206
10/17/2020,amazon fire tablet,2
10/17/2020,amazon fire tv,1772
10/17/2020,android mobile,15441
10/17/2020,android tv,1571
10/17/2020,apple tv,3414
10/17/2020,cox,2597
10/17/2020,ios mobile,31382
10/17/2020,lg smart tv,4027
10/17/2020,ps4,2182
10/17/2020,roku,60677
10/17/2020,samsung tv,149
10/17/2020,unknown,6598
10/17/2020,vizio,11169
10/17/2020,web,17122
10/17/2020,xbox one,2249
10/17/2020,xfinity,30991
10/18/2020,amazon fire tablet,2
10/18/2020,amazon fire tv,2040
10/18/2020,android mobile,15399
10/18/2020,android tv,1613
10/18/2020,apple tv,3521
10/18/2020,cox,2433
10/18/2020,ios mobile,32965
10/18/2020,lg smart tv,2201
10/18/2020,ps4,2461
10/18/2020,roku,39066
10/18/2020,samsung tv,179
10/18/2020,unknown,7737
10/18/2020,vizio,4760
10/18/2020,web,15820
10/18/2020,xbox one,3082
10/18/2020,xfinity,30312
10/19/2020,amazon fire tablet,2
10/19/2020,amazon fire tv,1452
10/19/2020,android mobile,11421
10/19/2020,android tv,947
10/19/2020,apple tv,2047
10/19/2020,cox,1629
10/19/2020,ios mobile,22420
10/19/2020,lg smart tv,1329
10/19/2020,ps4,1727
10/19/2020,roku,23207
10/19/2020,samsung tv,96
10/19/2020,unknown,6571
10/19/2020,vizio,2533
10/19/2020,web,14000
10/19/2020,xbox one,2951
10/19/2020,xfinity,17982
10/20/2020,amazon fire tablet,1
10/20/2020,amazon fire tv,1468
10/20/2020,android mobile,11656
10/20/2020,android tv,1106
10/20/2020,apple tv,2055
10/20/2020,cox,1940
10/20/2020,ios mobile,23004
10/20/2020,lg smart tv,1318
10/20/2020,ps4,1967
10/20/2020,roku,22989
10/20/2020,samsung tv,138
10/20/2020,unknown,7144
10/20/2020,vizio,2414
10/20/2020,web,14314
10/20/2020,xbox one,2234
10/20/2020,xfinity,20456
10/21/2020,amazon fire tablet,2
10/21/2020,amazon fire tv,1207
10/21/2020,android mobile,10597
10/21/2020,android tv,992
10/21/2020,apple tv,1913
10/21/2020,chromecast receiver app,2
10/21/2020,cox,1865
10/21/2020,ios mobile,22900
10/21/2020,lg smart tv,1143
10/21/2020,ps4,1907
10/21/2020,roku,25958
10/21/2020,samsung tv,101
10/21/2020,unknown,7101
10/21/2020,vizio,2491
10/21/2020,web,13340
10/21/2020,xbox one,1726
10/21/2020,xfinity,20660
10/22/2020,amazon fire tablet,1
10/22/2020,amazon fire tv,1287
10/22/2020,android mobile,13298
10/22/2020,android tv,1153
10/22/2020,apple tv,2187
10/22/2020,cox,1512
10/22/2020,ios mobile,27812
10/22/2020,lg smart tv,1382
10/22/2020,ps4,2544
10/22/2020,roku,26829
10/22/2020,samsung tv,193
10/22/2020,unknown,6726
10/22/2020,vizio,2457
10/22/2020,web,16616
10/22/2020,xbox one,1395
10/22/2020,xfinity,19254
10/23/2020,amazon fire tablet,3
10/23/2020,amazon fire tv,1351
10/23/2020,android mobile,11338
10/23/2020,android tv,1158
10/23/2020,apple tv,2404
10/23/2020,cox,1909
10/23/2020,ios mobile,23032
10/23/2020,lg smart tv,1376
10/23/2020,ps4,2214
10/23/2020,roku,28658
10/23/2020,samsung tv,144
10/23/2020,unknown,6468
10/23/2020,vizio,2922
10/23/2020,web,15877
10/23/2020,xbox one,1319
10/23/2020,xfinity,22838
10/24/2020,amazon fire tablet,2
10/24/2020,amazon fire tv,1908
10/24/2020,android mobile,14797
10/24/2020,android tv,1619
10/24/2020,apple tv,3613
10/24/2020,chromecast receiver app,1
10/24/2020,cox,2796
10/24/2020,ios mobile,31078
10/24/2020,lg smart tv,2008
10/24/2020,ps4,2715
10/24/2020,roku,49533
10/24/2020,samsung tv,190
10/24/2020,unknown,7197
10/24/2020,vizio,4340
10/24/2020,web,17918
10/24/2020,xbox one,1814
10/24/2020,xfinity,33649
10/25/2020,amazon fire tablet,1
10/25/2020,amazon fire tv,2084
10/25/2020,android mobile,16282
10/25/2020,android tv,1665
10/25/2020,apple tv,3663
10/25/2020,cox,2755
10/25/2020,ios mobile,33050
10/25/2020,lg smart tv,2138
10/25/2020,ps4,3062
10/25/2020,roku,51846
10/25/2020,samsung tv,191
10/25/2020,unknown,8355
10/25/2020,vizio,5191
10/25/2020,web,18008
10/25/2020,xbox one,2154
10/25/2020,xfinity,32534
10/26/2020,amazon fire tv,1402
10/26/2020,android mobile,12344
10/26/2020,android tv,1051
10/26/2020,apple tv,2215
10/26/2020,cox,1912
10/26/2020,ios mobile,23896
10/26/2020,lg smart tv,1586
10/26/2020,ps4,2059
10/26/2020,roku,32884
10/26/2020,samsung tv,118
10/26/2020,unknown,7416
10/26/2020,vizio,2878
10/26/2020,web,16199
10/26/2020,xbox one,1533
10/26/2020,xfinity,20587
10/27/2020,amazon fire tv,1216
10/27/2020,android mobile,12595
10/27/2020,android tv,1028
10/27/2020,apple tv,2114
10/27/2020,cox,1644
10/27/2020,ios mobile,22944
10/27/2020,lg smart tv,1385
10/27/2020,ps4,1859
10/27/2020,roku,29983
10/27/2020,samsung tv,86
10/27/2020,unknown,10147
10/27/2020,vizio,2510
10/27/2020,web,13860
10/27/2020,xbox one,1355
10/27/2020,xfinity,17910
10/28/2020,amazon fire tablet,2
10/28/2020,amazon fire tv,1147
10/28/2020,android mobile,13002
10/28/2020,android tv,958
10/28/2020,apple tv,2116
10/28/2020,cox,1667
10/28/2020,ios mobile,24530
10/28/2020,lg smart tv,1459
10/28/2020,ps4,1778
10/28/2020,roku,33995
10/28/2020,samsung tv,94
10/28/2020,unknown,10374
10/28/2020,vizio,2483
10/28/2020,web,13578
10/28/2020,xbox one,1381
10/28/2020,xfinity,16408
10/29/2020,amazon fire tablet,3
10/29/2020,amazon fire tv,1173
10/29/2020,android mobile,11934
10/29/2020,android tv,951
10/29/2020,apple tv,2143
10/29/2020,chromecast receiver app,1
10/29/2020,cox,1608
10/29/2020,ios mobile,22919
10/29/2020,lg smart tv,1441
10/29/2020,ps4,1623
10/29/2020,roku,33801
10/29/2020,samsung tv,98
10/29/2020,unknown,7746
10/29/2020,vizio,2593
10/29/2020,web,13963
10/29/2020,xbox one,1302
10/29/2020,xfinity,13666
10/30/2020,amazon fire tv,1439
10/30/2020,android mobile,14181
10/30/2020,android tv,1215
10/30/2020,apple tv,2647
10/30/2020,chromecast receiver app,2
10/30/2020,cox,1956
10/30/2020,ios mobile,27736
10/30/2020,lg smart tv,1712
10/30/2020,ps4,1593
10/30/2020,roku,37954
10/30/2020,samsung tv,232
10/30/2020,unknown,7765
10/30/2020,vizio,2686
10/30/2020,web,16849
10/30/2020,xbox one,1733
10/30/2020,xfinity,14419
10/31/2020,amazon fire tablet,2
10/31/2020,amazon fire tv,1783
10/31/2020,android mobile,13637
10/31/2020,android tv,1388
10/31/2020,apple tv,3521
10/31/2020,cox,2582
10/31/2020,ios mobile,25688
10/31/2020,lg smart tv,1945
10/31/2020,ps4,2613
10/31/2020,roku,42088
10/31/2020,samsung tv,190
10/31/2020,unknown,7137
10/31/2020,vizio,3055
10/31/2020,web,15674
10/31/2020,xbox one,1901
10/31/2020,xfinity,19388
11/1/2020,amazon fire tablet,1
11/1/2020,amazon fire tv,2541
11/1/2020,android mobile,18313
11/1/2020,android tv,1961
11/1/2020,apple tv,4236
11/1/2020,chromecast receiver app,2
11/1/2020,cox,2716
11/1/2020,ios mobile,40168
11/1/2020,lg smart tv,2729
11/1/2020,ps4,2713
11/1/2020,roku,50841
11/1/2020,samsung tv,304
11/1/2020,unknown,9021
11/1/2020,vizio,2997
11/1/2020,web,20536
11/1/2020,xbox one,3041
11/1/2020,xfinity,19663
11/2/2020,amazon fire tablet,2
11/2/2020,amazon fire tv,1284
11/2/2020,android mobile,10312
11/2/2020,android tv,991
11/2/2020,apple tv,1953
11/2/2020,chromecast receiver app,2
11/2/2020,cox,1396
11/2/2020,ios mobile,19363
11/2/2020,lg smart tv,1425
11/2/2020,ps4,1641
11/2/2020,roku,27654
11/2/2020,samsung tv,120
11/2/2020,unknown,6953
11/2/2020,vizio,1848
11/2/2020,web,11635
11/2/2020,xbox one,1414
11/2/2020,xfinity,9005
11/3/2020,amazon fire tablet,2
11/3/2020,amazon fire tv,1778
11/3/2020,android mobile,15205
11/3/2020,android tv,1608
11/3/2020,apple tv,3260
11/3/2020,cox,1691
11/3/2020,ios mobile,32734
11/3/2020,lg smart tv,2215
11/3/2020,ps4,1911
11/3/2020,roku,26627
11/3/2020,samsung tv,266
11/3/2020,unknown,7532
11/3/2020,vizio,2241
11/3/2020,web,18911
11/3/2020,xbox one,1380
11/3/2020,xfinity,12719
11/4/2020,amazon fire tablet,1
11/4/2020,amazon fire tv,835
11/4/2020,android mobile,7541
11/4/2020,android tv,673
11/4/2020,apple tv,1583
11/4/2020,cox,1436
11/4/2020,ios mobile,13826
11/4/2020,lg smart tv,1212
11/4/2020,ps4,1773
11/4/2020,roku,19311
11/4/2020,samsung tv,53
11/4/2020,unknown,6034
11/4/2020,vizio,1473
11/4/2020,web,8454
11/4/2020,xbox one,1083
11/4/2020,xfinity,11528
11/5/2020,amazon fire tablet,2
11/5/2020,amazon fire tv,745
11/5/2020,android mobile,6941
11/5/2020,android tv,695
11/5/2020,apple tv,1407
11/5/2020,chromecast receiver app,1
11/5/2020,cox,1355
11/5/2020,ios mobile,12595
11/5/2020,lg smart tv,878
11/5/2020,ps4,1791
11/5/2020,roku,19335
11/5/2020,samsung tv,58
11/5/2020,unknown,5820
11/5/2020,vizio,1453
11/5/2020,web,7692
11/5/2020,xbox one,854
11/5/2020,xfinity,9994
11/6/2020,amazon fire tablet,1
11/6/2020,amazon fire tv,922
11/6/2020,android mobile,7591
11/6/2020,android tv,1005
11/6/2020,apple tv,1828
11/6/2020,cox,1680
11/6/2020,ios mobile,14058
11/6/2020,lg smart tv,1186
11/6/2020,ps4,1717
11/6/2020,roku,20756
11/6/2020,samsung tv,70
11/6/2020,unknown,6178
11/6/2020,vizio,1413
11/6/2020,web,8845
11/6/2020,xbox one,1255
11/6/2020,xfinity,12189
11/7/2020,amazon fire tablet,3
11/7/2020,amazon fire tv,1297
11/7/2020,android mobile,11081
11/7/2020,android tv,1691
11/7/2020,apple tv,3232
11/7/2020,cox,2093
11/7/2020,ios mobile,20985
11/7/2020,lg smart tv,1952
11/7/2020,ps4,2147
11/7/2020,roku,26303
11/7/2020,samsung tv,121
11/7/2020,unknown,9413
11/7/2020,vizio,2211
11/7/2020,web,12987
11/7/2020,xbox one,1347
11/7/2020,xfinity,16150
11/8/2020,amazon fire tablet,2
11/8/2020,amazon fire tv,1833
11/8/2020,android mobile,15086
11/8/2020,android tv,2286
11/8/2020,apple tv,4581
11/8/2020,cox,4313
11/8/2020,ios mobile,32793
11/8/2020,lg smart tv,2516
11/8/2020,ps4,2437
11/8/2020,roku,32283
11/8/2020,samsung tv,272
11/8/2020,unknown,11831
11/8/2020,vizio,2512
11/8/2020,web,18749
